EM_ID,UCMC,Date,Year,Month,Ordinal day,Site,Plot,Plant,Plant species name,Plant common name,Plant family,Insect Order,Insect family,Insect species name,Insect notes,Notes,PA
EM01882,,7/6/18,2018,7,187,Elk M.,3,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01872,,7/6/18,2018,7,187,Elk M.,1,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus occidentalis,,,1
EM01902,,7/11/18,2018,7,192,Elk M.,4,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01929,,7/20/18,2018,7,201,Elk M.,4,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
,,7/13/19,2019,7,194,Elk M.,1,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
,,7/23/19,2019,7,204,Elk M.,4,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,8/11/19,2019,8,223,Elk M.,2,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus mixtus,,,1
EM02098,,8/26/19,2019,8,238,Elk M.,2,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Megachilidae,Megachile melanophaea,female,,1
EM02175,,7/12/20,2020,7,194,Elk M.,2,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02264,,7/18/20,2020,7,200,Elk M.,6,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02243,,8/1/20,2020,8,214,Elk M.,1,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Megachilidae,Megachile melanophaea,female,,1
EM02236,,8/1/20,2020,8,214,Elk M.,6,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02412,,7/7/21,2021,7,188,Elk M.,1,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02402,,7/7/21,2021,7,188,Elk M.,2,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus flavifrons,female,,1
EM02436,,7/14/21,2021,7,195,Elk M.,2,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02437,,7/14/21,2021,7,195,Elk M.,5,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
,,7/28/21,2021,7,209,Elk M.,2,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus appositus,,,1
EM02542,,8/12/21,2021,8,224,Elk M.,1,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02541,,8/12/21,2021,8,224,Elk M.,2,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02550,,8/12/21,2021,8,224,Elk M.,5,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02568,,8/19/21,2021,8,231,Elk M.,2,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
,,6/27/22,2022,6,178,Elk M.,6,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,6/27/22,2022,6,178,Elk M.,2,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,7/3/22,2022,7,184,Elk M.,1,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,7/3/22,2022,7,184,Elk M.,1,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,7/8/22,2022,7,189,Elk M.,1,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,7/21/22,2022,7,202,Elk M.,1,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,7/29/22,2022,7,210,Elk M.,2,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,7/29/22,2022,7,210,Elk M.,1,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus nevadensis,,,1
,,8/6/22,2022,8,218,Elk M.,2,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus nevadensis,,,1
EM01318,,6/18/16,2016,6,170,Elk M.,1,MERLAN,Mertensia lanceolata,Foothills Mertensia,Boraginaceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
EM01531,,6/5/17,2017,6,156,Elk M.,4,MERLAN,Mertensia lanceolata,Foothills Mertensia,Boraginaceae,Hymenoptera,Megachilidae,Osmia sp. A,male,check,1
EM01785,,5/31/18,2018,5,151,Elk M.,5,MERLAN,Mertensia lanceolata,Foothills Mertensia,Boraginaceae,Hymenoptera,Megachilidae,Osmia bucephala,male,,1
EM01796,,6/5/18,2018,6,156,Elk M.,5,MERLAN,Mertensia lanceolata,Foothills Mertensia,Boraginaceae,Hymenoptera,Megachilidae,Osmia bucephala,male,,1
,,6/5/18,2018,6,156,Elk M.,2,MERLAN,Mertensia lanceolata,Foothills Mertensia,Boraginaceae,Hymenoptera,Megachilidae,Osmia spp.,,,1
,,6/5/18,2018,6,156,Elk M.,2,MERLAN,Mertensia lanceolata,Foothills Mertensia,Boraginaceae,Hymenoptera,Megachilidae,Osmia spp.,,,1
EM01813,,6/12/18,2018,6,163,Elk M.,2,MERLAN,Mertensia lanceolata,Foothills Mertensia,Boraginaceae,Hymenoptera,Apidae,Bombus mixtus,,,1
EM02278,,5/30/20,2020,5,151,Elk M.,3,MERLAN,Mertensia lanceolata,Foothills Mertensia,Boraginaceae,Hymenoptera,Megachilidae,Osmia bucephala,male,,1
EM02277,,5/30/20,2020,5,151,Elk M.,6,MERLAN,Mertensia lanceolata,Foothills Mertensia,Boraginaceae,Hymenoptera,Megachilidae,Osmia bucephala,male,,1
EM02355,,6/15/21,2021,6,166,Elk M.,3,MERLAN,Mertensia lanceolata,Foothills Mertensia,Boraginaceae,Hymenoptera,Megachilidae,Osmia spp.,osmia,,1
EM02347,,6/15/21,2021,6,166,Elk M.,2,MERLAN,Mertensia lanceolata,Foothills Mertensia,Boraginaceae,Hymenoptera,Megachilidae,Osmia pusilla,osmia,,1
EM02387,,6/30/21,2021,6,181,Elk M.,3,MERLAN,Mertensia lanceolata,Foothills Mertensia,Boraginaceae,Hymenoptera,Colletidae,Colletes spp.,male,,1
EM02395,,6/30/21,2021,6,181,Elk M.,2,MERLAN,Mertensia lanceolata,Foothills Mertensia,Boraginaceae,Hymenoptera,Megachilidae,Osmia spp.,osmia,,1
,,6/13/22,2022,6,164,Elk M.,4,MERLAN,Mertensia lanceolata,Foothills Mertensia,Boraginaceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,6/27/22,2022,6,178,Elk M.,2,MERLAN,Mertensia lanceolata,Foothills Mertensia,Boraginaceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,6/27/22,2022,6,178,Elk M.,3,MERLAN,Mertensia lanceolata,Foothills Mertensia,Boraginaceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
,,8/20/19,2019,8,232,Elk M.,3,ORTLUT,Orthocarpus luteus,Yellow Owl's-clover,Orobanchaceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,8/20/19,2019,8,232,Elk M.,4,ORTLUT,Orthocarpus luteus,Yellow Owl's-clover,Orobanchaceae,Hymenoptera,Apidae,Bombus bifarius,,,1
EM02567,,8/19/21,2021,8,231,Elk M.,4,ORTLUT,Orthocarpus luteus,Yellow Owl's-clover,Orobanchaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02575,,8/19/21,2021,8,231,Elk M.,4,ORTLUT,Orthocarpus luteus,Yellow Owl's-clover,Orobanchaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
,,9/5/22,2022,9,248,Elk M.,3,ORTLUT,Orthocarpus luteus,Yellow Owl's-clover,Orobanchaceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,9/5/22,2022,9,248,Elk M.,3,ORTLUT,Orthocarpus luteus,Yellow Owl's-clover,Orobanchaceae,Hymenoptera,Apidae,Bombus occidentalis,,,1
EM02156,,8/6/19,2019,8,218,Elk M.,5,PHAHET,Phacelia heterophylla,Wand Phacelia,Hydrophyllaceae,Hymenoptera,Apidae,Bombus flavifrons,female,,1
,,8/6/19,2019,8,218,Elk M.,5,PHAHET,Phacelia heterophylla,Wand Phacelia,Hydrophyllaceae,Hymenoptera,Megachilidae,Hoplitis fulgida,female,,1
EM02159,,8/6/19,2019,8,218,Elk M.,5,PHAHET,Phacelia heterophylla,Wand Phacelia,Hydrophyllaceae,Hymenoptera,Megachilidae,Osmia nigriventris,osmia,,1
,,8/6/19,2019,8,218,Elk M.,5,PHAHET,Phacelia heterophylla,Wand Phacelia,Hydrophyllaceae,Hymenoptera,Colletidae,Hylaeus annulatus,same as EM02157,,1
,,8/6/19,2019,8,218,Elk M.,5,PHAHET,Phacelia heterophylla,Wand Phacelia,Hydrophyllaceae,Hymenoptera,Colletidae,Hylaeus annulatus,same as EM02157,,1
,,8/6/19,2019,8,218,Elk M.,5,PHAHET,Phacelia heterophylla,Wand Phacelia,Hydrophyllaceae,Hymenoptera,Colletidae,Hylaeus annulatus,same as EM02157,,1
,,8/11/19,2019,8,223,Elk M.,5,PHAHET,Phacelia heterophylla,Wand Phacelia,Hydrophyllaceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
,,8/11/19,2019,8,223,Elk M.,5,PHAHET,Phacelia heterophylla,Wand Phacelia,Hydrophyllaceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
EM02798,,7/29/22,2022,7,210,Elk M.,5,PHAHET,Phacelia heterophylla,Wand Phacelia,Hydrophyllaceae,Hymenoptera,Apidae,Bombus,,,1
EM01889,,7/6/18,2018,7,187,Elk M.,5,ANTROS,Antennaria rosea,Pink Pussytoes,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) semicaeruleum,male,,1
EM00270,UCMC 0234020,7/9/15,2015,7,190,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus spp.,female,,1
EM01410,,7/21/16,2016,7,203,Elk M.,1,GALBOR,Galium boreale,Northern Bedstraw,Rubiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) semicaeruleum,male,,1
EM00437,UCMC 0234187,7/16/15,2015,7,197,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM01602,,7/11/17,2017,7,192,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) semicaeruleum,female,,1
EM00484,UCMC 0234234,7/16/15,2015,7,197,Elk M.,6,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM00482,UCMC 0234232,7/16/15,2015,7,197,Elk M.,1,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus spp.,male,,1
EM00462,UCMC 0234212,7/16/15,2015,7,197,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,male,,1
EM00803,UCMC 0234553,7/23/15,2015,7,204,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Megachilidae,Hoplitis robusta,female,,1
EM00804,UCMC 0234554,7/23/15,2015,7,204,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Colletidae,Hylaeus personatellus,female,,1
EM01345,,7/3/16,2016,7,185,Elk M.,6,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Andrena sp. C,male,,1
EM01342,,7/3/16,2016,7,185,Elk M.,3,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Apidae,Bombus melanopygus,,,1
EM01358,,7/8/16,2016,7,190,Elk M.,4,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM01493,,9/15/16,2016,9,259,Elk M.,5,ACHMIL,Achillea millefolium,Common Yarrow,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,male,,1
EM01385,,7/15/16,2016,7,197,Elk M.,4,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Colletidae,Hylaeus personatellus,,,1
EM01419,,7/15/16,2016,7,197,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,,,1
EM01408,,7/21/16,2016,7,203,Elk M.,1,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
EM01416,,7/21/16,2016,7,203,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum sp.,Lasioglossum (Dialictus) mixed spp.; male,,1
EM01415a,,7/21/16,2016,7,203,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,male,,1
EM01415b,,7/21/16,2016,7,203,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,male,,1
EM01744,,8/30/17,2017,8,242,Elk M.,2,ACHMIL,Achillea millefolium,Common Yarrow,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,male,,1
EM01554,,6/20/17,2017,6,171,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Andrena topazana,female,,1
EM01553,,6/20/17,2017,6,171,Elk M.,4,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM01552,,6/20/17,2017,6,171,Elk M.,6,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Andrena topazana,female,,1
EM01539,,6/20/17,2017,6,171,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,male,,1
,,6/20/17,2017,6,171,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum sp.,,same as EM01539,1
,,6/20/17,2017,6,171,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum sp.,,same as EM01539,1
EM01564,,6/26/17,2017,6,177,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Andrena topazana,female,,1
EM01563,,6/26/17,2017,6,177,Elk M.,3,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Andrena topazana,female,,1
EM01571,,6/26/17,2017,6,177,Elk M.,3,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Colletidae,Hylaeus personatellus,female,,1
EM01776,,9/20/17,2017,9,263,Elk M.,3,ACHMIL,Achillea millefolium,Common Yarrow,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,male,,1
EM01562,,6/26/17,2017,6,177,Elk M.,6,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Colletidae,Colletes nigrifrons,female,,1
EM02033,,6/26/17,2017,6,177,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum sp.,,,1
EM01777,,9/20/17,2017,9,263,Elk M.,3,ACHMIL,Achillea millefolium,Common Yarrow,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,male,,1
EM01486,,9/9/16,2016,9,253,Elk M.,2,CAMROT,Campanula rotundifolia,Harebell,Campanulaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM02047,,7/3/17,2017,7,184,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Colletidae,Hylaeus personatellus,female,,1
EM01579,,7/3/17,2017,7,184,Elk M.,6,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Andrena sp. 9,female,,1
EM01487,,9/9/16,2016,9,253,Elk M.,5,CAMROT,Campanula rotundifolia,Harebell,Campanulaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,male,,1
,,7/3/17,2017,7,184,Elk M.,1,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum sp.,,No specimen,1
,,7/3/17,2017,7,184,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum sp.,,same as EM02046,1
,,7/3/17,2017,7,184,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum sp.,,same as EM02046,1
EM01614,,7/11/17,2017,7,192,Elk M.,1,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Andrena topazana,female,,1
EM01494,,9/15/16,2016,9,259,Elk M.,1,CAMROT,Campanula rotundifolia,Harebell,Campanulaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,male,,1
EM02050,,7/11/17,2017,7,192,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM01629,,7/17/17,2017,7,198,Elk M.,1,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Andrena topazana,female,,1
EM01620,,7/17/17,2017,7,198,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Colletidae,Hylaeus annulatus,female,,1
EM01621,,7/17/17,2017,7,198,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
,,7/17/17,2017,7,198,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Colletidae,Hylaeus annulatus,,,1
EM01646,,7/25/17,2017,7,206,Elk M.,1,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Colletidae,Hylaeus annulatus,female,,1
EM02056,,7/25/17,2017,7,206,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
EM02058,,7/25/17,2017,7,206,Elk M.,4,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
EM01639,,7/25/17,2017,7,206,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,male,,1
,,7/25/17,2017,7,206,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum sp.,sames as EM02056,,1
,,7/25/17,2017,7,206,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum sp.,sames as EM02056,,1
EM02049,,7/11/17,2017,7,192,Elk M.,1,CAMROT,Campanula rotundifolia,Harebell,Campanulaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM01706,,8/14/17,2017,8,226,Elk M.,6,CAMROT,Campanula rotundifolia,Harebell,Campanulaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,male,,1
EM01769,,9/13/17,2017,9,256,Elk M.,2,CAMROT,Campanula rotundifolia,Harebell,Campanulaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,male,,1
EM01838,,6/22/18,2018,6,173,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Colletidae,Hylaeus personatellus,female,,1
EM01771,,9/20/17,2017,9,263,Elk M.,6,CAMROT,Campanula rotundifolia,Harebell,Campanulaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,male,,1
EM01856,,6/29/18,2018,6,180,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM01849,,6/29/18,2018,6,180,Elk M.,4,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,female,,1
EM01851,,6/29/18,2018,6,180,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
,,6/29/18,2018,6,180,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female; same as EM01856,,1
EM01895,,7/6/18,2018,7,187,Elk M.,1,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
EM01897,,7/6/18,2018,7,187,Elk M.,1,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Andrena topazana,female,,1
EM01886,,7/6/18,2018,7,187,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
,,7/6/18,2018,7,187,Elk M.,1,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Apidae,Bombus bifarius,,worker,1
EM01874,,7/6/18,2018,7,187,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Apidae,Bombus mixtus,,,1
EM01900,,7/11/18,2018,7,192,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Apidae,Bombus melanopygus,,,1
EM01772,,9/20/17,2017,9,263,Elk M.,6,CAMROT,Campanula rotundifolia,Harebell,Campanulaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,male,,1
EM01303,,6/10/16,2016,6,162,Elk M.,3,CYMLEM,Cymopterus lemmonii,Mountain Parsley,Apiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM01320,,6/18/16,2016,6,170,Elk M.,5,CYMLEM,Cymopterus lemmonii,Mountain Parsley,Apiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM01506,,5/30/17,2017,5,150,Elk M.,3,CYMLEM,Cymopterus lemmonii,Mountain Parsley,Apiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM02112,,7/9/19,2019,7,190,Elk M.,6,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
,,7/9/19,2019,7,190,Elk M.,6,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female; same as EM02112,,1
,,7/9/19,2019,7,190,Elk M.,6,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female; same as EM02112,,1
EM02131,,7/13/19,2019,7,194,Elk M.,4,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Megachilidae,Hoplitis fulgida,female,,1
EM02120,,7/13/19,2019,7,194,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Megachilidae,Hoplitis fulgida,female,,1
EM02108,,7/13/19,2019,7,194,Elk M.,6,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM02113,,7/13/19,2019,7,194,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Colletidae,Colletes nigrifrons,med bee,,1
EM02152,,7/23/19,2019,7,204,Elk M.,1,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
EM02119,,7/23/19,2019,7,204,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM01512,,5/30/17,2017,5,150,Elk M.,3,CYMLEM,Cymopterus lemmonii,Mountain Parsley,Apiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM02129,,7/30/19,2019,7,211,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
EM02163,,7/30/19,2019,7,211,Elk M.,4,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
EM02134,,7/30/19,2019,7,211,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
EM02135,,7/30/19,2019,7,211,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Andrena cyanophila,female; det JR,,1
EM02170,,8/6/19,2019,8,218,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
EM02166,,8/6/19,2019,8,218,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
EM01535,,6/5/17,2017,6,156,Elk M.,6,CYMLEM,Cymopterus lemmonii,Mountain Parsley,Apiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM02088,,8/11/19,2019,8,223,Elk M.,1,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
