Order,Family,Genus,Species,Genus_and_species,Nest,Nest_with_active_construction,Nest_with_active_construction_and_material,Nesting_behavior,Nesting_behavior,Nesting_behavior,Nesting_material,Nesting_material,Nesting_material,Nesting_specific_material,Larval_location,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Number_of_larval_microhabitats,Host,Larval_nutrition,Inundation_tolerance_of_larvae,Duration_of_larval_development,Duration_of_larval_development,Duration_of_larval_development,Duration_of_larval_development,Larval_specific_microhabitat,Larval_diet_breadth,Plant_taxa,Body_length_(categories),Body_hair_(categories),Body_structure,"Body_length_(mm,_raw_data)",ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),Tongue_length,Tongue_length,Tongue_length,Tongue_length,Tongue_length,Tongue_length,Hair_length,Hair_length,Hair_length,Hair_length,Hair_length,Hair_length,Hair_density,Hair_density,Hair_density,Hair_density,Hair_density,Hair_density,Hairiness_index,Hairiness_index,Hairiness_index,Hairiness_index,Hairiness_index,Hairiness_index,Sociality,Number_of_generations,Number_of_generations,Number_of_generations,Number_of_generations,Buzz_pollinator,Flight_behaviour,Flight_height,Tolerance_to_human_influence,Flight_period_(season),Flight_period_(season),Flight_period_(season),Flight_period_(season),Flight_period_(season),Flight_period_(season),Flight_period_(months),Spatial_distribution_in_Europe,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,AOO_(Area_of_occupancy),EOO_(Extent_of_occurrence),STI_(Species_temperature_index),SCI_(Species_continentality_index),Validator,References
Diptera,Syrphidae,Brachyopa,obscura,Brachyopa obscura,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,no,NA,NA,NA,small,not_long,medium_elongated,5–6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,medium,no,yes,yes,no,no,no,"may,_june,_july",widely,yes,no,no,no,no,no,no,NA,6369131,5.539628341,7.155068241,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Brachyopa,panzeri,Brachyopa panzeri,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,2,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,no,NA,NA,NA,small_or_medium,not_long,medium_elongated,6–9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,medium,no,yes,yes,no,no,no,"may,_june",widely,yes,no,no,no,no,no,no,1319792,6463133,8.218223334,6.456071522,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Brachyopa,pilosa,Brachyopa pilosa,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,no,NA,NA,NA,small_or_medium,not_long,medium_elongated,6–8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,medium,no,yes,yes,no,no,no,"april,_may,_june,_july",widely,yes,no,no,no,no,no,no,2280181,7759567,8.722374615,6.035019045,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Brachyopa,plena,Brachyopa plena,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,7.5–8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,medium,no,yes,no,no,no,no,"april,_may",widely,yes,yes,no,no,no,no,no,296-1480,714272,9.678301338,7.627477677,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Brachyopa,quadrimaculosa,Brachyopa quadrimaculosa,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,no,NA,NA,NA,small,not_long,medium_elongated,5–7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,medium,yes,yes,no,no,no,no,"march,_april",south,no,yes,no,no,no,no,no,24-200,102055,14.96051142,6.740003495,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Brachyopa,scutellaris,Brachyopa scutellaris,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,no,NA,NA,NA,small_or_medium,not_long,medium_elongated,6–8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,yes,yes,no,no,no,strong_fliers,arboreal,medium,no,yes,yes,no,no,no,"april,_may,_june",widely,yes,no,no,no,no,no,no,NA,3223884,9.810482174,5.479995685,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Brachyopa,silviae,Brachyopa silviae,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,7–8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,medium,no,yes,no,no,no,no,"april,_may,_june",central,yes,no,no,no,no,no,no,36,719249,9.323089358,6.362285286,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Brachyopa,testacea,Brachyopa testacea,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,2,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,no,NA,NA,NA,small_or_medium,not_long,medium_elongated,6.5–8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,medium,no,yes,yes,no,no,no,"april,_may,_june,_july",widely,no,no,yes,no,no,no,no,2239361,5592566,6.485464608,6.829179134,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Brachyopa,vernalis,Brachyopa vernalis,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,yes,NA,NA,NA,small_or_medium,not_long,medium_elongated,5.5–7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,low,yes,no,no,no,no,no,"march,_april",south,no,yes,no,no,no,no,no,44166,1750,15.07512835,5.707054049,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Brachyopa,vittata,Brachyopa vittata,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,2,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,yes,NA,NA,NA,medium,not_long,medium_elongated,8.5–11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,medium,no,yes,yes,yes,no,no,"april,_may,_june,_july",widely,no,no,yes,no,no,no,no,3000,5675583,6.698675114,6.656802149,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Brachyopa,zhelochovtsevi,Brachyopa zhelochovtsevi,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,no,NA,NA,NA,small_or_medium,not_long,medium_elongated,6–7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,medium,no,no,yes,yes,no,no,"june,_july",north,yes,no,yes,no,no,no,no,4,1000,-0.015406712,9.942603723,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Brachypalpoides,lentus,Brachypalpoides lentus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,3,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,no,NA,NA,NA,large,not_long,medium_elongated,12–15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,near_ground,low,no,yes,yes,yes,no,no,"april,_may,_june,_july",widely,yes,no,yes,no,no,no,no,3507649,9771923,8.915720751,5.545464062,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Brachypalpus,chrysites,Brachypalpus chrysites,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,yes,NA,NA,NA,large,long,medium_elongated,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,low,no,yes,yes,yes,no,no,"april,_may,_june,_july",widely,no,no,yes,no,no,no,no,706,1735837,6.326546219,6.583014566,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Brachypalpus,laphriformis,Brachypalpus laphriformis,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,yes,NA,NA,NA,medium_or_large,not_long,medium_elongated,11–14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,yes,yes,no,no,no,strong_fliers,arboreal,low,no,no,yes,no,no,no,"may,_june,_july",widely,yes,no,no,no,no,no,no,3188784,7082358,8.935840497,5.918553643,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Brachypalpus,valgus,Brachypalpus valgus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,no,NA,NA,NA,medium_or_large,not_long,medium_elongated,11–14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,medium,no,yes,no,no,no,no,"april,_may,_june",widely,yes,no,no,no,no,no,no,2496313,7710109,9.469512005,6.595483945,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Caliprobola,speciosa,Caliprobola speciosa,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,2,no,saproxylic,yes_(with_long_breathing_tube),no,no,no,yes,NA,NA,NA,large,not_long,medium_elongated,13–16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,yes,no,no,no,no,strong_fliers,arboreal,medium,no,yes,yes,yes,no,no,"may,_june,_july",widely,yes,no,no,no,no,no,no,3166512,7799892,9.465525037,6.22160967,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Callicera,aenea,Callicera aenea,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_long_breathing_tube),no,no,no,yes,NA,NA,NA,large,not_long,medium_elongated,13–17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,yes,no,no,no,no,strong_fliers,arboreal,low,no,yes,yes,yes,yes,no,"april,_may,_june,_july,_august,_september",widely,yes,no,no,no,no,no,no,868,6037668,7.177193254,6.801145405,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Callicera,aurata,Callicera aurata,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_long_breathing_tube),no,no,no,yes,NA,NA,NA,large,not_long,medium_elongated,13–17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,yes,no,no,no,no,strong_fliers,arboreal,low,no,no,yes,yes,yes,no,"may,_june,_july,_august,_september,_october",widely,yes,yes,no,no,no,no,no,2016,6376702,8.935991043,6.167518986,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Callicera,fagesii,Callicera fagesii,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_long_breathing_tube),no,no,no,yes,NA,NA,NA,medium,not_long,medium_elongated,11–12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,yes,yes,no,no,no,strong_fliers,arboreal,low,no,yes,yes,yes,no,no,"april,_may,_june,_july",widely,yes,yes,no,no,no,no,no,516,3732797,10.95814262,5.696349705,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Callicera,macquarti,Callicera macquarti,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_long_breathing_tube),no,no,no,yes,NA,NA,NA,medium_or_large,not_long,medium_elongated,10.5–13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,yes,no,no,no,no,strong_fliers,arboreal,medium,no,no,no,no,yes,no,"september,_october",widely,yes,no,no,no,no,no,no,356,4704360,12.64491258,6.200328573,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Callicera,rufa,Callicera rufa,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_long_breathing_tube),no,no,no,yes,NA,NA,NA,medium,not_long,medium_elongated,10–11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,yes,yes,no,no,no,strong_fliers,arboreal,medium,no,yes,yes,yes,no,no,"may,_june,_july,_august",widely,yes,no,yes,no,no,no,no,688,4473519,9.768681458,5.53680232,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Callicera,scintilla,Callicera scintilla,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_long_breathing_tube),no,no,no,yes,NA,NA,NA,large,not_long,medium_elongated,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,yes,no,no,no,no,strong_fliers,arboreal,low,no,no,no,no,yes,no,november,widely,yes,no,no,no,no,no,no,4,4,16.59583282,6.192901611,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Callicera,spinolae,Callicera spinolae,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_long_breathing_tube),no,no,no,yes,NA,NA,NA,large,not_long,medium_elongated,14–16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,yes,no,no,no,no,strong_fliers,arboreal,medium,no,no,no,no,yes,no,"september,_october",widely,yes,no,no,no,no,no,no,700,3920708,10.97174823,6.113618572,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Ceriana,conopsoides,Ceriana conopsoides,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_long_breathing_tube),no,no,yes,yes,NA,NA,NA,medium_or_large,not_long,medium_elongated,10–15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,yes,no,no,no,no,strong_fliers,arboreal,medium,no,yes,yes,yes,yes,no,"may,_june,_july,_august,_september",widely,yes,yes,no,no,no,no,no,NA,NA,7.654317551,7.417112289,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Ceriana,glaebosa,Ceriana glaebosa,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_long_breathing_tube),no,yes,no,no,NA,NA,NA,medium,not_long,medium_elongated,8–11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,no,yes,no,no,strong_fliers,arboreal,low,no,yes,yes,yes,yes,no,"april,_may,_june,_august,_september,_october",south,yes,yes,no,no,no,no,no,24,1365,18.34086812,6.022258808,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Ceriana,vespiformis,Ceriana vespiformis,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,saproxylic,yes_(with_long_breathing_tube),no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,8.5–12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,medium,no,no,yes,yes,yes,no,"may,_june,_july,_september",widely,no,yes,no,no,no,no,no,NA,NA,13.84759577,5.837430347,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Chalcosyrphus,eumerus,Chalcosyrphus eumerus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,2,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,no,NA,NA,NA,large,not_long,medium_elongated,12–14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,medium,no,no,yes,yes,no,no,"june,_july",widely,no,yes,yes,no,no,no,no,655697,2124504,3.424999952,9.288641968,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Chalcosyrphus,eunotus,Chalcosyrphus eunotus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,3,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,9–11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,low,no,yes,yes,yes,no,no,"april,_may,_june,_july",widely,yes,no,no,no,no,no,no,1044,3406675,8.7414124,6.37910399,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Chalcosyrphus,femoratus,Chalcosyrphus femoratus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,2,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,no,yes,NA,NA,NA,large,not_long,medium_elongated,15–15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,low,no,no,yes,yes,no,no,"may,_june,_july",widely,yes,no,no,no,no,no,no,732,5469299,8.272268539,6.790575262,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Chalcosyrphus,jacobsoni,Chalcosyrphus jacobsoni,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,2,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,8–11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,low,no,no,yes,yes,no,no,"june,_july",north,yes,no,yes,no,no,no,no,72,2546013,0.32998697,9.670719744,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Chalcosyrphus,nemorum,Chalcosyrphus nemorum,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,3,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,yes,yes,no,NA,NA,NA,medium,not_long,medium_elongated,7–10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,yes,no,no,strong_fliers,arboreal,low,no,yes,yes,yes,yes,no,"may,_june,_july,_august,_september",widely,yes,no,no,no,no,no,no,4802009,10205687,8.672627063,5.629079582,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Chalcosyrphus,nigripes,Chalcosyrphus nigripes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,2,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,8–11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,low,no,no,yes,no,no,no,"may,_june,_july",north,yes,no,yes,yes,no,no,no,44,1700000,0.693269239,9.728112042,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Chalcosyrphus,nitidus,Chalcosyrphus nitidus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,2,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,9–10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,low,no,yes,yes,yes,no,no,"may,_june,_july",widely,yes,no,no,no,no,no,no,1081811,2989208,NA,NA,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Chalcosyrphus,obscurus,Chalcosyrphus obscurus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above_ground,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,2,no,saproxylic,yes_(with_breathing_tube_of_medium_length),no,no,yes,no,NA,NA,NA,small_or_medium,not_long,medium_elongated,6–9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal,low,no,no,yes,no,no,no,june,widely,yes,no,no,no,no,no,no,192991,869956,NA,NA,Ante Vujic & Marija Milicic,NA
