"Family","Genus","Genus_and_species","DIT","FuenteDatos"
"Andrenidae","Camptopoeum","Camptopoeum frontale",1.65,"Europa"
"Andrenidae","Camptopoeum","Camptopoeum nasutum",2.25,"Europa"
"Andrenidae","Camptopoeum","Camptopoeum variegatum",1.47,"Europa"
"Andrenidae","Clavipanurgus","Clavipanurgus sculpturatus",2.06,"Europa"
"Andrenidae","Flavipanurgus","Flavipanurgus flavus",1.54,"Europa"
"Andrenidae","Flavipanurgus","Flavipanurgus granadensis",1.49,"Europa"
"Andrenidae","Flavipanurgus","Flavipanurgus ibericus",1.22,"Europa"
"Andrenidae","Flavipanurgus","Flavipanurgus kastiliensis",1.24,"Europa"
"Andrenidae","Flavipanurgus","Flavipanurgus venustus",1.97,"Europa"
"Andrenidae","Halopanurgus","Halopanurgus fuzetus",1,"Europa"
"Andrenidae","Melitturga","Melitturga caudata",3.43,"Europa"
"Andrenidae","Melitturga","Melitturga clavicornis",3.59,"Europa"
"Andrenidae","Melitturga","Melitturga praestans",3.37,"Europa"
"Andrenidae","Melitturga","Melitturga spinosa",4.15,"Europa"
"Andrenidae","Melitturga","Melitturga syriaca",3.2,"Europa"
"Andrenidae","Melitturga","Melitturga taurica",3.77,"Europa"
"Andrenidae","Panurginus","Panurginus albopilosus",1.11,"Europa"
"Andrenidae","Panurginus","Panurginus alpinus",1.57,"Europa"
"Andrenidae","Panurginus","Panurginus annulatus",1.24,"Europa"
"Andrenidae","Panurginus","Panurginus brullei",1.11,"Europa"
"Andrenidae","Panurginus","Panurginus labiatus",1.08,"Europa"
"Andrenidae","Panurginus","Panurginus lactipennis",1,"Europa"
"Andrenidae","Panurginus","Panurginus montanus",1.43,"Europa"
"Andrenidae","Panurginus","Panurginus romani",1.67,"Europa"
"Andrenidae","Panurginus","Panurginus schwarzi",1.12,"Europa"
"Andrenidae","Panurginus","Panurginus sericatus",1.55,"Europa"
"Andrenidae","Panurginus","Panurginus turcomanicus",1.16,"Europa"
"Andrenidae","Panurginus","Panurginus tyrolensis",1.46,"Europa"
"Andrenidae","Panurgus","Panurgus banksianus",2.22,"Europa"
"Andrenidae","Panurgus","Panurgus calcaratus",1.76,"Europa"
"Andrenidae","Panurgus","Panurgus canarius",1.52,"Europa"
"Andrenidae","Panurgus","Panurgus canescens",1.61,"Europa"
"Andrenidae","Panurgus","Panurgus cephalotes",2.61,"Europa"
"Andrenidae","Panurgus","Panurgus corsicus",1.62,"Europa"
"Andrenidae","Panurgus","Panurgus dargius",2.18,"Europa"
"Andrenidae","Panurgus","Panurgus dentipes",1.59,"Europa"
"Andrenidae","Panurgus","Panurgus perezi",2.02,"Europa"
"Andrenidae","Panurgus","Panurgus pici",1.64,"Europa"
"Andrenidae","Panurgus","Panurgus siculus",1.4,"Europa"
"Apidae","Ancyla","Ancyla asiatica",2.3,"Europa"
"Apidae","Ancyla","Ancyla nigricornis",1.86,"Europa"
"Apidae","Tarsalia","Tarsalia hirtipes",3.52,"Europa"
"Apidae","Ceratina","Ceratina acuta",1.55,"Europa"
"Apidae","Ceratina","Ceratina albosticta",1.36,"Europa"
"Apidae","Ceratina","Ceratina bispinosa",1,"Europa"
"Apidae","Ceratina","Ceratina callosa",1.96,"Europa"
"Apidae","Ceratina","Ceratina chalcites",2.51,"Europa"
"Apidae","Ceratina","Ceratina chalybea",2.16,"Europa"
"Apidae","Ceratina","Ceratina chrysomalla",2.24,"Europa"
"Apidae","Ceratina","Ceratina cucurbitina",1.43,"Europa"
"Apidae","Ceratina","Ceratina cyanea",1.35,"Europa"
"Apidae","Ceratina","Ceratina cypriaca",1.84,"Europa"
"Apidae","Ceratina","Ceratina dallatorreana",1.16,"Europa"
"Apidae","Ceratina","Ceratina dentiventris",1.13,"Europa"
"Apidae","Ceratina","Ceratina gravidula",1.96,"Europa"
"Apidae","Ceratina","Ceratina loewi",1.76,"Europa"
"Apidae","Ceratina","Ceratina mandibularis",1.31,"Europa"
"Apidae","Ceratina","Ceratina mocsaryi",1.82,"Europa"
"Apidae","Ceratina","Ceratina moricei",1.4,"Europa"
"Apidae","Ceratina","Ceratina nigroaenea",1.97,"Europa"
"Apidae","Ceratina","Ceratina nigrolabiata",1.33,"Europa"
"Apidae","Ceratina","Ceratina parvula",0.77,"Europa"
"Apidae","Ceratina","Ceratina sakagamii",1.01,"Europa"
"Apidae","Ceratina","Ceratina saundersi",1.41,"Europa"
"Apidae","Ceratina","Ceratina schwarzi",0.98,"Europa"
"Apidae","Ceratina","Ceratina tarsata",1.72,"Europa"
"Apidae","Ceratina","Ceratina teunisseni",1.81,"Europa"
"Apidae","Ceratina","Ceratina zandeni",1.33,"Europa"
"Apidae","Xylocopa","Xylocopa amedaei",5.66,"Europa"
"Apidae","Xylocopa","Xylocopa cantabrita",5.62,"Europa"
"Apidae","Xylocopa","Xylocopa iris",4.34,"Europa"
"Apidae","Xylocopa","Xylocopa olivieri",5.5,"Europa"
"Apidae","Xylocopa","Xylocopa pubescens",6.54,"Europa"
"Apidae","Xylocopa","Xylocopa valga",7.04,"Europa"
"Apidae","Xylocopa","Xylocopa violacea",6.67,"Europa"
"Halictidae","Agapostemon","Agapostemon angelicus texanus",2.04,"KC"
"Halictidae","Agapostemon","Agapostemon splendens",2.38,"KC"
"Halictidae","Agapostemon","Agapostemon texanus",2.04,"KC"
"Halictidae","Agapostemon","Agapostemon virescens",2.308,"KC"
"Apidae","Alloscirtetica","Alloscirtetica gayi",3.102,"KC"
"Apidae","Alloscirtetica","Alloscirtetica rufitarsis",3.36,"KC"
"Apidae","Alloscirtetica","Alloscirtetica sp",2.9,"KC"
"Apidae","Alloscirtetica","Alloscirtetica sp1",2.9,"KC"
"Apidae","Amegilla","Amegilla albigena",3.02,"KC"
"Apidae","Amegilla","Amegilla fasciata",3.29,"KC"
"Apidae","Amegilla","Amegilla quadrifasciata",3.64,"KC"
"Apidae","Amegilla","Amegilla sp1",3.7,"KC"
"Apidae","Amegilla","Amegilla sp1 M",3.7,"KC"
"Andrenidae","Andreana","Andreana sp1",2.74,"KC"
"Andrenidae","Andrena","Andrena alfkenella",1.33,"KC"
"Andrenidae","Andrena","Andrena alleghaniensis",1.44,"KC"
"Andrenidae","Andrena","Andrena arabis",2.1,"KC"
"Andrenidae","Andrena","Andrena barbilabris",2.1,"KC"
"Andrenidae","Andrena","Andrena bicolor",2.05,"KC"
"Andrenidae","Andrena","Andrena bimaculata",2.72,"KC"
"Andrenidae","Andrena","Andrena carlini",2.9,"KC"
"Andrenidae","Andrena","Andrena carolina",2.09,"KC"
"Andrenidae","Andrena","Andrena chrysosceles",1.84,"KC"
"Andrenidae","Andrena","Andrena clarkella",3.1,"KC"
"Andrenidae","Andrena","Andrena combaella",2.34,"KC"
"Andrenidae","Andrena","Andrena crataegi",1.81,"KC"
"Andrenidae","Andrena","Andrena cressoni",2.06,"KC"
"Andrenidae","Andrena","Andrena dunningi",2.64,"KC"
"Andrenidae","Andrena","Andrena erigeniae",2.1,"KC"
"Andrenidae","Andrena","Andrena flavipes",1.71,"KC"
"Andrenidae","Andrena","Andrena forbesii",2.2,"KC"
"Andrenidae","Andrena","Andrena fulva",2.86,"KC"
"Andrenidae","Andrena","Andrena fuscipes",2,"KC"
"Andrenidae","Andrena","Andrena haemorrhoa",2.54,"KC"
"Andrenidae","Andrena","Andrena haemorrhoa japonibia",2.54,"KC"
"Andrenidae","Andrena","Andrena hattorfiana",2.71,"KC"
"Andrenidae","Andrena","Andrena hispania",2.95,"KC"
"Andrenidae","Andrena","Andrena humillis",2.43,"KC"
"Andrenidae","Andrena","Andrena imitatrix",4.49,"KC"
"Andrenidae","Andrena","Andrena japonica",1.22,"KC"
"Andrenidae","Andrena","Andrena japonicum",1.22,"KC"
"Andrenidae","Andrena","Andrena lapponica",2.66,"KC"
"Andrenidae","Andrena","Andrena longitibialis",1.59,"KC"
"Andrenidae","Andrena","Andrena mandibularis",1.87,"KC"
"Andrenidae","Andrena","Andrena medionitens",2.09,"KC"
"Andrenidae","Andrena","Andrena melanochroa",1.7,"KC"
"Andrenidae","Andrena","Andrena minutula",1.5,"KC"
"Andrenidae","Andrena","Andrena minutula",1.59,"KC"
"Andrenidae","Andrena","Andrena miranda",1.9,"KC"
"Andrenidae","Andrena","Andrena miserabilis",1.7,"KC"
"Andrenidae","Andrena","Andrena nana",1.58,"KC"
"Andrenidae","Andrena","Andrena nasonii",1.59,"KC"
"Andrenidae","Andrena","Andrena nigroaenea",2.84,"KC"
"Andrenidae","Andrena","Andrena nigroaenea",2.97,"KC"
"Andrenidae","Andrena","Andrena nivalis",2.69,"KC"
"Andrenidae","Andrena","Andrena nubecula",1.17,"KC"
"Andrenidae","Andrena","Andrena personata",1.2,"KC"
"Andrenidae","Andrena","Andrena pruni",2.5,"KC"
"Andrenidae","Andrena","Andrena rugosa",2.07,"KC"
"Andrenidae","Andrena","Andrena simontornyella",1.31,"KC"
"Andrenidae","Andrena","Andrena sp1",2.99,"KC"
"Andrenidae","Andrena","Andrena sp2",2.99,"KC"
"Andrenidae","Andrena","Andrena sp3",2.99,"KC"
"Andrenidae","Andrena","Andrena sp5",2.99,"KC"
"Andrenidae","Andrena","Andrena sp9",2.99,"KC"
"Andrenidae","Andrena","Andrena spA",2.99,"KC"
"Andrenidae","Andrena","Andrena spC",2.99,"KC"
"Andrenidae","Andrena","Andrena spiraeana",1.94,"KC"
"Andrenidae","Andrena","Andrena subopaca",1.47,"KC"
"Andrenidae","Andrena","Andrena taraxaci",1.68,"KC"
"Andrenidae","Andrena","Andrena ventricosa",1.63,"KC"
"Andrenidae","Andrena","Andrena vicina",2.54,"KC"
"Andrenidae","Andrena","Andrena violae",2.3,"KC"
"Andrenidae","Andrena","Andrena w scripta",1.74,"KC"
"Andrenidae","Andrena","Andrena wilkella",2.34,"KC"
"Megachilidae","Anthidiellum","Anthidiellum sp1",3.4,"KC"
"Megachilidae","Anthidiellum","Anthidiellum strigatum luteum",2.44,"KC"
"Megachilidae","Anthidium","Anthidium chilensis",1.2,"KC"
"Megachilidae","Anthidium","Anthidium chubuti",3.69,"KC"
"Megachilidae","Anthidium","Anthidium decaspilum",3.2,"KC"
"Megachilidae","Anthidium","Anthidium funereum",3.2,"KC"
"Megachilidae","Anthidium","Anthidium manicatum",3.44,"KC"
"Megachilidae","Anthidium","Anthidium septemspinosum",3,"KC"
"Megachilidae","Anthidium","Anthidium sp",3.34,"KC"
"Megachilidae","Anthidium","Anthidium sp1",3.34,"KC"
"Andrenidae","Anthophora","Anthophora abrupta",3.9,"KC"
"Apidae","Anthophora","Anthophora atroalba",3.67,"KC"
"Apidae","Anthophora","Anthophora dispar",3.67,"KC"
"Apidae","Anthophora","Anthophora incerta",4.13,"KC"
"Apidae","Anthophora","Anthophora montana",3.83,"KC"
"Apidae","Anthophora","Anthophora plumipes",4.17,"KC"
"Apidae","Anthophora","Anthophora sp",4.13,"KC"
"Apidae","Anthophora","Anthophora sp1",4.13,"KC"
"Apidae","Anthophora","Anthophora terminalis",3.17,"KC"
"Apidae","Anthophora","Anthophora urbana",3.31,"KC"
"Apidae","Apis","Apis cerana",2.38,"KC"
"Apidae","Apis","Apis cerana japonica",2.38,"KC"
"Apidae","Apis","Apis mellifera",2.9,"KC"
"Megachilidae","Ashmeadiella","Ashmeadiella bucconis",1.78,"KC"
"Halictidae","Augochlora","Augochlora pura",1.64,"KC"
"Halictidae","Augochlora","Augochlora sp1",1.57,"KC"
"Halictidae","Augochlora","Augochlora sp2",1.57,"KC"
"Halictidae","Augochlorella","Augochlorella aurata",1.405,"KC"
"Halictidae","Augochloropsis","Augochloropsis sp",2.18,"KC"
"Halictidae","Augochloropsis","Augochloropsis sp1",2.18,"KC"
"Halictidae","Augochloropsis","Augochloropsis sp1",1.57,"KC"
"Halictidae","Augochloropsis","Augochloropsis sp2",2.18,"KC"
"Halictidae","Augochloropsis","Augochloropsis sp3",2.18,"KC"
"Halictidae","Augochloropsis","Augochloropsis vesta",2.18,"KC"
"Apidae","Bombus","Bombus alpinus",5.28,"KC"
"Apidae","Bombus","Bombus ardens",4.98,"KC"
"Apidae","Bombus","Bombus atratus",5.66,"KC"
"Apidae","Bombus","Bombus bifarius",2.89,"KC"
"Apidae","Bombus","Bombus bimaculatus",4.07,"KC"
"Apidae","Bombus","Bombus bohemicus",4.1,"KC"
"Apidae","Bombus","Bombus brasiliensis",4.4,"KC"
"Apidae","Bombus","Bombus brevivillus",3.8,"KC"
"Apidae","Bombus","Bombus centralis",3.06,"KC"
"Apidae","Bombus","Bombus dahlbomii",6.01,"KC"
"Apidae","Bombus","Bombus dahlbomii",6.1,"KC"
"Apidae","Bombus","Bombus diversus",5.4,"KC"
"Apidae","Bombus","Bombus diversus",5.49,"KC"
"Apidae","Bombus","Bombus diversus diversus",5.49,"KC"
"Apidae","Bombus","Bombus diversus diversus",4.79,"KC"
"Apidae","Bombus","Bombus fervidus",3.48,"KC"
"Apidae","Bombus","Bombus flavifrons",2.89,"KC"
"Apidae","Bombus","Bombus griseocollis",4.87,"KC"
"Apidae","Bombus","Bombus honshuensis",6.1,"KC"
"Apidae","Bombus","Bombus hortorum",4.74,"KC"
"Apidae","Bombus","Bombus hortorum",4.56,"KC"
"Apidae","Bombus","Bombus hortotum",4.74,"KC"
"Apidae","Bombus","Bombus hunti",5.13,"KC"
"Apidae","Bombus","Bombus hypnorum",3.95,"KC"
"Apidae","Bombus","Bombus hypocrita",5.4,"KC"
"Apidae","Bombus","Bombus hypocrita hypocrita",5.4,"KC"
"Apidae","Bombus","Bombus ignitus",6.3,"KC"
"Apidae","Bombus","Bombus impatiens",4.42,"KC"
"Apidae","Bombus","Bombus impatiens",3.38,"KC"
"Apidae","Bombus","Bombus jonellus",3.99,"KC"
"Apidae","Bombus","Bombus lapidarius",3.98,"KC"
"Apidae","Bombus","Bombus lucorum",4.78,"KC"
"Apidae","Bombus","Bombus lucorum",3.75,"KC"
"Apidae","Bombus","Bombus mixtus",3.04,"KC"
"Apidae","Bombus","Bombus morio",6.04,"KC"
"Apidae","Bombus","Bombus muscorum",3.84,"KC"
"Apidae","Bombus","Bombus nevadensis",5.06,"KC"
"Apidae","Bombus","Bombus occidentalis",3.89,"KC"
"Apidae","Bombus","Bombus pascuorum",3.72,"KC"
"Apidae","Bombus","Bombus pennsylvanicus",6,"KC"
"Apidae","Bombus","Bombus pratorum",4.21,"KC"
"Apidae","Bombus","Bombus ridingsii",5.44,"KC"
"Apidae","Bombus","Bombus ruderatus",5.58,"KC"
"Apidae","Bombus","Bombus rupestris",5.81,"KC"
"Apidae","Bombus","Bombus soroeensis",3.45,"KC"
"Apidae","Bombus","Bombus sp1",4.35,"KC"
"Apidae","Bombus","Bombus sp1",4.3,"KC"
"Apidae","Bombus","Bombus sp2",4.35,"KC"
"Apidae","Bombus","Bombus terrestris",4.78,"KC"
"Apidae","Bombus","Bombus terrestris",4.7,"KC"
"Apidae","Bombus","Bombus terrestris lucorum",4.78,"KC"
"Apidae","Bombus","Bombus vagans",3.56,"KC"
"Colletidae","Cadeguala","Cadeguala occidentalis",3.3,"KC"
"Halictidae","Caenohalictus","Caenohalictus sp",1.3,"KC"
"Halictidae","CaenoHalictus","CaenoHalictus sp1",1.3,"KC"
"Halictidae","Caenohalictus","Caenohalictus sp2",1.3,"KC"
"Halictidae","CaenoHalictus","CaenoHalictus sp2",1.3,"KC"
"Halictidae","Caenohalictus","Caenohalictus sp3",1.3,"KC"
"Andrenidae","Calliopsis","Calliopsis andreniformis",1.36,"KC"
"Andrenidae","Calliopsis","Calliopsis coloradensis",1.65,"KC"
"Apidae","Centris","Centris aenea",4.7,"KC"
"Apidae","Centris","Centris caxiensis",4.2,"KC"
"Apidae","Centris","Centris cineraria",5.108,"KC"
"Apidae","Centris","Centris flavifrons",5.5,"KC"
"Apidae","Centris","Centris fuscata",4.8,"KC"
"Apidae","Centris","Centris nigerrima",4.836,"KC"
"Apidae","Centris","Centris obsoleta",6.5,"KC"
"Apidae","Centris","Centris sp",5.4,"KC"
"Apidae","Centris","Centris sp1",5.4,"KC"
"Apidae","Centris","Centris sp2",5.4,"KC"
"Apidae","Centris","Centris tarsata",6.7,"KC"
"Apidae","Centris","Centris trigonoides",3,"KC"
"Apidae","Cerarina","Cerarina calcarata",1.41,"KC"
"Apidae","Cerarina","Cerarina cucurbitina",1.36,"KC"
"Apidae","Cerarina","Cerarina sp1",1.5,"KC"
"Apidae","Ceratina","Ceratina calcarata",1.41,"KC"
"Apidae","Ceratina","Ceratina cucurbitina",1.36,"KC"
"Apidae","Ceratina","Ceratina cyanea",1.24,"KC"
"Apidae","Ceratina","Ceratina dupla",1.42,"KC"
"Apidae","Ceratina","Ceratina flavipes",1.71,"KC"
"Apidae","Ceratina","Ceratina japonica",1.22,"KC"
"Apidae","Ceratina","Ceratina nigrolabiata",1.34,"KC"
"Apidae","Ceratina","Ceratina okinawana",1.41,"KC"
"Apidae","Ceratina","Ceratina sp1",1.5,"KC"
"Megachilidae","Chelostoma","Chelostoma appendiculatum",0.95,"KC"
"Colletidae","Colletes","Colletes acutus",2.57,"KC"
"Colletidae","Colletes","Colletes araucariae",2.417,"KC"
"Colletidae","Colletes","Colletes bicolor",2.675,"KC"
"Colletidae","Colletes","Colletes cognatus",2.35,"KC"
"Colletidae","Colletes","Colletes compactus",3.143,"KC"
"Colletidae","Colletes","Colletes cunicularius",3.62,"KC"
"Colletidae","Colletes","Colletes fodiens",2.6,"KC"
"Colletidae","Colletes","Colletes kincaidi",1.97,"KC"
"Colletidae","Colletes","Colletes nigrifrons",2.04,"KC"
"Colletidae","Colletes","Colletes similis",2.37,"KC"
"Colletidae","Colletes","Colletes sp",2.9,"KC"
"Colletidae","Colletes","Colletes sp1",2.9,"KC"
"Colletidae","Colletes","Colletes sp2",2.9,"KC"
"Colletidae","Colletes","Colletes spp",2.9,"KC"
"Colletidae","Colletes","Colletes succinctus",3,"KC"
"Colletidae","Colletes","Colletes succintus",3,"KC"
"Melittidae","Dasypoda","Dasypoda cingulata",2.17,"KC"
"Halictidae","Dialictus","Dialictus sp",1.2,"KC"
"Halictidae","Dialictus","Dialictus sp1",1.2,"KC"
"Halictidae","Dialictus","Dialictus sp1",1.3,"KC"
"Halictidae","Dialictus","Dialictus sp2",1.2,"KC"
"Colletidae","Diphaglossa","Diphaglossa gayi",2.11,"KC"
"Halictidae","Dufourea","Dufourea fimbriata",1.18,"KC"
"Halictidae","Dufourea","Dufourea maura",1.73,"KC"
"Apidae","Eucera","Eucera clypeata",2.75,"KC"
"Apidae","Eucera","Eucera nigrescens contraria",3.34,"KC"
"Apidae","Eucera","Eucera nigrilabris rufitarsis",3.65,"KC"
"Apidae","Eucera","Eucera seminuda",2.65,"KC"
"Apidae","Eucera","Eucera sp1",4,"KC"
"Apidae","Eucera","Eucera sp2",4,"KC"
"Apidae","Euglossa","Euglossa chalybeata",3.7,"KC"
"Apidae","Euglossa","Euglossa cordata",3.44,"KC"
"Apidae","Euglossa","Euglossa cordata",3.4,"KC"
"Apidae","Euglossa","Euglossa sp",3.55,"KC"
"Apidae","Euglossa","Euglossa sp1",3.55,"KC"
"Apidae","Exomalopsis","Exomalopsis sp1",1.75,"KC"
"Apidae","Frieseomelitt","Frieseomelitt silvestrii",1.01,"KC"
"Apidae","Habropoda","Habropoda tarsata",3,"KC"
"Halictidae","Halictus","Halictus confusus",1.41,"KC"
"Halictidae","Halictus","Halictus fulvipes",2.13,"KC"
"Halictidae","Halictus","Halictus ligatus",1.684,"KC"
"Halictidae","Halictus","Halictus quadricinctus",2.84,"KC"
"Halictidae","Halictus","Halictus rubicundus",2.21,"KC"
"Halictidae","Halictus","Halictus scabiosae",2.4,"KC"
"Halictidae","Halictus","Halictus scabiosae",2.5,"KC"
"Halictidae","Halictus","Halictus smaragdulus",1.11,"KC"
"Halictidae","Halictus","Halictus sp",1.49,"KC"
"Halictidae","Halictus","Halictus sp1",1.49,"KC"
"Halictidae","Halictus","Halictus sp2",1.49,"KC"
"Halictidae","Halictus","Halictus sp3",1.49,"KC"
"Halictidae","Halictus","Halictus subauratus",1.68,"KC"
"Halictidae","Halictus","Halictus tripartitus",1.112,"KC"
"Halictidae","Halictus","Halictus virgatellus",1.44,"KC"
"Megachilidae","Heriades","Heriades crenulatus",1.53,"KC"
"Megachilidae","Heriades","Heriades trucorum",1.64,"KC"
"Megachilidae","Hoplitis","Hoplitis albifrons",2.43,"KC"
"Megachilidae","Hoplitis","Hoplitis fulgida",2.04,"KC"
"Megachilidae","Hoplitis","Hoplitis producta",1.56,"KC"
"Megachilidae","Hoplitis","Hoplitis robusta",1.39,"KC"
"Megachilidae","Hoplitis","Hoplitis sp1",1.93,"KC"
"Megachilidae","Hoplitis","Hoplitis sp2",1.93,"KC"
"Colletidae","Hylaeus","Hylaeus annularis",4,"KC"
"Colletidae","Hylaeus","Hylaeus annulatus",1.28,"KC"
"Colletidae","Hylaeus","Hylaeus annullatus",1.28,"KC"
"Colletidae","Hylaeus","Hylaeus basalis",1.85,"KC"
"Colletidae","Hylaeus","Hylaeus brevicornis",1,"KC"
"Colletidae","Hylaeus","Hylaeus imparilis",0.99,"KC"
"Colletidae","Hylaeus","Hylaeus modestus",1.158,"KC"
"Colletidae","Hylaeus","Hylaeus nigritus",1.607,"KC"
"Colletidae","Hylaeus","Hylaeus personatellus",1.33,"KC"
"Colletidae","Hylaeus","Hylaeus punctatus",1.19,"KC"
"Colletidae","Hylaeus","Hylaeus signatus",1.81,"KC"
"Colletidae","Hylaeus","Hylaeus sp1",1.27,"KC"
"Colletidae","Hylaeus","Hylaeus sp1 M",1.27,"KC"
"Colletidae","Hylaeus","Hylaeus sp2",1.27,"KC"
"Colletidae","Hylaeus","Hylaeus variegatus",2.12,"KC"
"Halictidae","Lasioglossum","Lasioglossum (Dialictus) pruinosum",1.164,"KC"
"Halictidae","Lasioglossum","Lasioglossum (Dialictus) semicaeruleum",1.128,"KC"
"Halictidae","Lasioglossum","Lasioglossum aeratum",0.92,"KC"
"Halictidae","Lasioglossum","Lasioglossum albipes",1.62,"KC"
"Halictidae","Lasioglossum","Lasioglossum albocinctum",2.28,"KC"
"Halictidae","Lasioglossum","Lasioglossum birkmanni",1.25,"KC"
"Halictidae","Lasioglossum","Lasioglossum brevicome",1.38,"KC"
"Halictidae","Lasioglossum","Lasioglossum calceatum",1.78,"KC"
"Halictidae","Lasioglossum","Lasioglossum cressonii",1.29,"KC"
"Halictidae","Lasioglossum","Lasioglossum ephialtum",1.2,"KC"
"Halictidae","Lasioglossum","Lasioglossum fratellum",1.16,"KC"
"Halictidae","Lasioglossum","Lasioglossum fuscipenne",2.1,"KC"
"Halictidae","Lasioglossum","Lasioglossum hitchensi",1.16,"KC"
"Halictidae","Lasioglossum","Lasioglossum imitatum",0.98,"KC"
"Halictidae","Lasioglossum","Lasioglossum inconditum",1.25,"KC"
"Halictidae","Lasioglossum","Lasioglossum laticeps hellenicum",1.47,"KC"
"Halictidae","Lasioglossum","Lasioglossum leucopus",1.2,"KC"
"Halictidae","Lasioglossum","Lasioglossum leucozonium",1.86,"KC"
"Halictidae","Lasioglossum","Lasioglossum limbellum",1.32,"KC"
"Halictidae","Lasioglossum","Lasioglossum lineare",1.35,"KC"
"Halictidae","Lasioglossum","Lasioglossum lucidulum",1.28,"KC"
"Halictidae","Lasioglossum","Lasioglossum macoupinens",1.19,"KC"
"Halictidae","Lasioglossum","Lasioglossum malachurum",1.65,"KC"
"Halictidae","Lasioglossum","Lasioglossum marginatum",1.65,"KC"
"Halictidae","Lasioglossum","Lasioglossum mediterraneum",3.34,"KC"
"Halictidae","Lasioglossum","Lasioglossum mesosclerum",1.25,"KC"
"Halictidae","Lasioglossum","Lasioglossum nigripes",1.95,"KC"
"Halictidae","Lasioglossum","Lasioglossum nitidulum fudakowskii",1.24,"KC"
"Halictidae","Lasioglossum","Lasioglossum oblongum",1.23,"KC"
"Halictidae","Lasioglossum","Lasioglossum obscurum",1.17,"KC"
"Halictidae","Lasioglossum","Lasioglossum occidens",2.26,"KC"
"Halictidae","Lasioglossum","Lasioglossum pallens",1.59,"KC"
"Halictidae","Lasioglossum","Lasioglossum pauxillum",1.115,"KC"
"Halictidae","Lasioglossum","Lasioglossum politum",0.85,"KC"
"Halictidae","Lasioglossum","Lasioglossum proximatum",2.43,"KC"
"Halictidae","Lasioglossum","Lasioglossum punctatissimum",1.21,"KC"
"Halictidae","Lasioglossum","Lasioglossum pygmaeum patulum",1.14,"KC"
"Halictidae","Lasioglossum","Lasioglossum quadrinotatum",1.72,"KC"
"Halictidae","Lasioglossum","Lasioglossum scitulum",2.31,"KC"
"Halictidae","Lasioglossum","Lasioglossum sordidum",1.29,"KC"
"Halictidae","Lasioglossum","Lasioglossum sp",1.47,"KC"
"Halictidae","Lasioglossum","Lasioglossum sp 1",1.47,"KC"
"Halictidae","Lasioglossum","Lasioglossum sp K1",1.47,"KC"
"Halictidae","Lasioglossum","Lasioglossum sp K2",1.47,"KC"
"Halictidae","Lasioglossum","Lasioglossum sp1",1.47,"KC"
"Halictidae","Lasioglossum","Lasioglossum sp10",1.47,"KC"
"Halictidae","Lasioglossum","Lasioglossum sp11",1.47,"KC"
"Halictidae","Lasioglossum","Lasioglossum sp12",1.47,"KC"
"Halictidae","Lasioglossum","Lasioglossum sp2",1.47,"KC"
"Halictidae","Lasioglossum","Lasioglossum sp3",1.47,"KC"
"Halictidae","Lasioglossum","Lasioglossum sp4",1.47,"KC"
"Halictidae","Lasioglossum","Lasioglossum sp5",1.47,"KC"
"Halictidae","Lasioglossum","Lasioglossum sp6",1.47,"KC"
"Halictidae","Lasioglossum","Lasioglossum sp7",1.47,"KC"
"Halictidae","Lasioglossum","Lasioglossum sp8",1.47,"KC"
"Halictidae","Lasioglossum","Lasioglossum sp9",1.47,"KC"
"Halictidae","Lasioglossum","Lasioglossum subopacum",2.89,"KC"
"Halictidae","Lasioglossum","Lasioglossum subviridatum",1.2,"KC"
"Halictidae","Lasioglossum","Lasioglossum tegulare",0.94,"KC"
"Halictidae","Lasioglossum","Lasioglossum villosulum",1.32,"KC"
"Halictidae","Lasioglossum","Lasioglossum zonulum",1.97,"KC"
"Halictidae","Lasioglossum","Lassioglossum fuscipenne",2.1,"KC"
"Andrenidae","Liphanthus","Liphanthus sabulosus",1.237,"KC"
"Apidae","Manuelia","Manuelia gayi",1.8,"KC"
"Apidae","Manuelia","Manuelia postica",1.7,"KC"
"Megachilidae","Megachile","Megachile frigida",3.64,"KC"
"Megachilidae","Megachile","Megachile gemula albula",3.62,"KC"
"Megachilidae","Megachile","Megachile inermis",4.43,"KC"
"Megachilidae","Megachile","Megachile melanophaea",3.26,"KC"
"Megachilidae","Megachile","Megachile mendica",3.3,"KC"
"Megachilidae","Megachile","Megachile pilidens",2.67,"KC"
"Megachilidae","Megachile","Megachile pugnata",3.1,"KC"
"Megachilidae","Megachile","Megachile relativa",2.68,"KC"
"Megachilidae","Megachile","Megachile semirufa",4.19,"KC"
"Megachilidae","Megachile","Megachile sp",3.2,"KC"
"Megachilidae","Megachile","Megachile sp1",3.2,"KC"
"Megachilidae","Megachile","Megachile sp2",3.2,"KC"
"Megachilidae","Megachile","Megachile sp3",3.2,"KC"
"Megachilidae","Megachile","Megachile sp4",3.2,"KC"
"Megachilidae","Megachile","Megachile sp5",3.2,"KC"
"Megachilidae","Megachile","Megachile texana",3.65,"KC"
"Megachilidae","Megachile","Megachile versicolor",3.25,"KC"
"Megachilidae","Megachile","Megachile willughbiella",3.26,"KC"
"Apidae","Melipona","Melipona quadrifasciata",3.81,"KC"
"Apidae","Melissodes","Melissodes agilis",3.24,"KC"
"Apidae","Melissodes","Melissodes confusus",2.781,"KC"
