"esp","ID","especie","Familia.planta","Genero.planta","Especie.planta.nuevo","interaccionn","interaccion","Aceptado","Bases.de.datos","sp.armonizado","genero.x","genero.y","orden","familia"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Asteraceae","Erigeron","Erigeron annuus",2,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Cornaceae","Cornus","Cornus oblonga",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Asteraceae","Eupatorium","Eupatorium serotinum",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Plantaginaceae","Penstemon","Penstemon laevigatus",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Campanulaceae","Lobelia","Lobelia inflata",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Asteraceae","Cirsium","Cirsium altissimum",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Fabaceae","Lespedeza","Lespedeza virginica",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Boraginaceae","Mertensia","Mertensia virginica",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Comandraceae","Comandra","Comandra umbellata",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Sapindaceae","Aesculus","Aesculus glabra",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Celastraceae","Celastrus","Celastrus scandens",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Brassicaceae","Planodes","Planodes virginicum",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Lamiaceae","Mentha","Mentha arvensis",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Apocynaceae","Asclepias","Asclepias tuberosa",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Solanaceae","Physalis","Physalis virginiana",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Convolvulaceae","Convolvulus","Convolvulus sepium",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Salicaceae","Salix","Salix amygdaloides",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Asteraceae","Erigeron","Erigeron annuus",2,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Brassicaceae","Arabis","Arabis laevigata",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Brassicaceae","Capsella","Capsella bursa-pastoris",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Brassicaceae","Cardamine","Cardamine bulbosa",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Gentianaceae","Frasera","Frasera carolinensis",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Fabaceae","Gleditsia","Gleditsia triacanthos",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Apocynaceae","Asclepias","Asclepias verticillata",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Sapindaceae","Aesculus","Aesculus hippocastanum",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Plantaginaceae","Collinsia","Collinsia verna",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Lamiaceae","Blephilia","Blephilia ciliata",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Lamiaceae","Glechoma","Glechoma hederacea",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Fabaceae","Lespedeza","Lespedeza virginica",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Rubiaceae","Galium","Galium trifidum",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Anacardiaceae","Rhus","Rhus aromatica",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Fabaceae","Desmodium","Desmodium cuspidatum",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Apocynaceae","Apocynum","Apocynum cannabinum",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Lamiaceae","Agastache","Agastache scrophulariifolia",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Fabaceae","Crotalaria","Crotalaria sagittalis",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Oleaceae","Fraxinus","Fraxinus americana",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Asteraceae","Ambrosia","Ambrosia trifida",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Asteraceae","Cirsium","Cirsium discolor",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata",NA,NA,"Orobanche uniflora",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Asparagaceae","Asparagus","Asparagus officinalis",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata",NA,NA,"Gerardia tenuifolia",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Boraginaceae","Mertensia","Mertensia virginica",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Geraniaceae","Geranium","Geranium carolinianum",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Asteraceae","Symphyotrichum","Symphyotrichum lateriflorum",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Malvaceae","Tilia","Tilia americana",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Papaveraceae","Dicentra","Dicentra cucullaria",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Fabaceae","Astragalus","Astragalus canadensis",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Liliaceae","Erythronium","Erythronium albidum",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Onagraceae","Circaea","Circaea lutetiana",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Asteraceae","Symphyotrichum","Symphyotrichum lanceolatum var. lanceolatum",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata",NA,NA,"Heracleum lanatum",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Berberidaceae","Podophyllum","Podophyllum peltatum",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata",NA,NA,"Ascerates viridiflora",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Rubiaceae","Cephalanthus","Cephalanthus occidentalis",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Violaceae","Viola","Viola pedatifida",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Apiaceae","Cicuta","Cicuta maculata",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Amaranthaceae","Amaranthus","Amaranthus spinosus",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata",NA,NA,"Ascerates floridana",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Lythraceae","Ammannia","Ammannia coccinea",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Plantaginaceae","Penstemon","Penstemon hirsutus",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Ranunculaceae","Aquilegia","Aquilegia canadensis",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Rosaceae","Aruncus","Aruncus sylvester",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Lamiaceae","Scutellaria","Scutellaria incana",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata",NA,NA,"Cerastium vulgatum",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata",NA,NA,"Dentaria laciniata",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Convolvulaceae","Cuscuta","Cuscuta glomerata",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Malvaceae","Hibiscus","Hibiscus moscheutos subsp. lasiocarpos",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Fabaceae","Baptisia","Baptisia bracteata",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Asteraceae","Helianthus","Helianthus divaricatus",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Rosaceae","Rubus","Rubus canadensis",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Rosaceae","Prunus","Prunus serotina",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Rosaceae","Crataegus","Crataegus crus-galli",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys alternata","M_062","Coelioxys.alternata","Asteraceae","Eupatorium","Eupatorium altissimum",1,1,NA,NA,"Coelioxys alternata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys breris","M_021","Coelioxys.breris","Lamiaceae","Isodon","Isodon trichocarpus",1,1,NA,NA,"Coelioxys breris","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys fenestrata","M_054","Coelioxys.fenestrata","Lamiaceae","Vitex","Vitex negundo var. negundo",1,1,NA,NA,"Coelioxys fenestrata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys germana","M_062","Coelioxys.germana","Asparagaceae","Asparagus","Asparagus officinalis",1,1,NA,NA,"Coelioxys germana","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys germana","M_062","Coelioxys.germana","Plantaginaceae","Veronica","Veronica arvensis",1,1,NA,NA,"Coelioxys germana","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys germana","M_062","Coelioxys.germana","Sapindaceae","Acer","Acer negundo",1,1,NA,NA,"Coelioxys germana","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys germana","M_062","Coelioxys.germana","Ranunculaceae","Hepatica","Hepatica acutiloba",1,1,NA,NA,"Coelioxys germana","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys germana","M_062","Coelioxys.germana","Comandraceae","Comandra","Comandra umbellata",1,1,NA,NA,"Coelioxys germana","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys germana","M_062","Coelioxys.germana",NA,NA,"Helianthus laetiflorus",1,1,NA,NA,"Coelioxys germana","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys germana","M_062","Coelioxys.germana","Rosaceae","Gillenia","Gillenia stipulata",1,1,NA,NA,"Coelioxys germana","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys germana","M_062","Coelioxys.germana","Asteraceae","Helianthus","Helianthus divaricatus",1,1,NA,NA,"Coelioxys germana","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys germana","M_062","Coelioxys.germana","Caryophyllaceae","Silene","Silene stellata",1,1,NA,NA,"Coelioxys germana","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys germana","M_062","Coelioxys.germana","Plantaginaceae","Penstemon","Penstemon hirsutus",1,1,NA,NA,"Coelioxys germana","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys germana","M_062","Coelioxys.germana","Orchidaceae","Platanthera","Platanthera leucophaea",1,1,NA,NA,"Coelioxys germana","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys germana","M_062","Coelioxys.germana","Fabaceae","Trifolium","Trifolium pratense",1,1,NA,NA,"Coelioxys germana","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys modesta","M_062","Coelioxys.modesta","Salicaceae","Salix","Salix amygdaloides",1,1,NA,NA,"Coelioxys modesta","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys modesta","M_062","Coelioxys.modesta","Fabaceae","Dalea","Dalea candida",1,1,NA,NA,"Coelioxys modesta","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys modesta","M_062","Coelioxys.modesta","Phrymaceae","Phryma","Phryma leptostachya",1,1,NA,NA,"Coelioxys modesta","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys modesta","M_062","Coelioxys.modesta","Apiaceae","Pastinaca","Pastinaca sativa",1,1,NA,NA,"Coelioxys modesta","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys modesta","M_062","Coelioxys.modesta",NA,NA,"Polygonum amphibium",1,1,NA,NA,"Coelioxys modesta","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys modesta","M_062","Coelioxys.modesta","Ranunculaceae","Ranunculus","Ranunculus abortivus",1,1,NA,NA,"Coelioxys modesta","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys modesta","M_062","Coelioxys.modesta","Fabaceae","Tephrosia","Tephrosia virginiana",1,1,NA,NA,"Coelioxys modesta","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys modesta","M_062","Coelioxys.modesta","Lamiaceae","Physostegia","Physostegia virginiana",1,1,NA,NA,"Coelioxys modesta","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys modesta","M_062","Coelioxys.modesta","Solanaceae","Physalis","Physalis virginiana",1,1,NA,NA,"Coelioxys modesta","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys modesta","M_062","Coelioxys.modesta","Lamiaceae","Pycnanthemum","Pycnanthemum virginianum",1,1,NA,NA,"Coelioxys modesta","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys modesta","M_062","Coelioxys.modesta","Polemoniaceae","Phlox","Phlox pilosa",1,1,NA,NA,"Coelioxys modesta","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys modesta","M_062","Coelioxys.modesta","Asteraceae","Silphium","Silphium terebinthinaceum",1,1,NA,NA,"Coelioxys modesta","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys modesta","M_062","Coelioxys.modesta","Ranunculaceae","Thalictrum","Thalictrum dasycarpum",1,1,NA,NA,"Coelioxys modesta","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys moesta","M_005","Coelioxys.moesta",NA,NA,"Chamaenerium angustifolium",1,1,NA,NA,"Coelioxys moesta","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys moesta","M_005","Coelioxys.moesta","Geraniaceae","Geranium","Geranium caespitosum",1,1,NA,NA,"Coelioxys moesta","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys rufitarsis","M_062","Coelioxys.rufitarsis","Brassicaceae","Capsella","Capsella bursa-pastoris",1,1,NA,NA,"Coelioxys rufitarsis","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys rufitarsis","M_062","Coelioxys.rufitarsis","Vitaceae","Vitis","Vitis vulpina",1,1,NA,NA,"Coelioxys rufitarsis","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys rufitarsis","M_062","Coelioxys.rufitarsis","Violaceae","Viola","Viola sagittata",1,1,NA,NA,"Coelioxys rufitarsis","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys rufitarsis","M_062","Coelioxys.rufitarsis","Apiaceae","Zizia","Zizia aurea",1,1,NA,NA,"Coelioxys rufitarsis","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
