"ID","Orden.GBIF","Familia.GBIF","Genero.GBIF","Genero.original","planta","interaccion","especie","esp","Aceptado","sp.armonizado"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Ocyptera.lata","Ocyptera lata",NA,"Ocyptera lata"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Glypta.simplicipes","Glypta simplicipes",NA,"Glypta simplicipes"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Onthophagus.pennsylvanicus","Onthophagus pennsylvanicus",NA,"Onthophagus pennsylvanicus"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Padabrus.tomentosus","Padabrus tomentosus",NA,"Padabrus tomentosus"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Bruchus.obsoletus","Bruchus obsoletus",NA,"Bruchus obsoletus"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Sphaerophoria.cylindrica","Sphaerophoria cylindrica",NA,"Sphaerophoria cylindrica"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Ichneumon.longulus","Ichneumon longulus",NA,"Ichneumon longulus"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Spallanzania.hesperidarum","Spallanzania hesperidarum",NA,"Spallanzania hesperidarum"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Plagiotoma.obliqua","Plagiotoma obliqua",NA,"Plagiotoma obliqua"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Acmaeops.nigripennis","Acmaeops nigripennis",NA,"Acmaeops nigripennis"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Rhipiphorus.limbatus","Rhipiphorus limbatus",NA,"Rhipiphorus limbatus"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Melissodes.pallida","Melissodes pallida",NA,"Melissodes pallida"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Trypeta.solaris","Trypeta solaris",NA,"Trypeta solaris"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Andrena.erythrogastra","Andrena erythrogastra",NA,"Andrena erythrogastra"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Agapostemon.texanus","Agapostemon texanus",NA,"Agapostemon texanus"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Cothonaspis.stigmata","Cothonaspis stigmata",NA,"Cothonaspis stigmata"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Haltichella.ornata","Haltichella ornata",NA,"Haltichella ornata"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Corizus.lateralis","Corizus lateralis",NA,"Corizus lateralis"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Neotrypetes.truncatus","Neotrypetes truncatus",NA,"Neotrypetes truncatus"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Scymnus.consobrinus","Scymnus consobrinus",NA,"Scymnus consobrinus"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Chilosia.petulca","Chilosia petulca",NA,"Chilosia petulca"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Amegilla.walshii","Amegilla walshii",NA,"Amegilla walshii"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Cremastogaster.lineolata","Cremastogaster lineolata",NA,"Cremastogaster lineolata"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Siphona.geniculata","Siphona geniculata",NA,"Siphona geniculata"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Melissodes.cnici","Melissodes cnici",NA,"Melissodes cnici"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Pompiloides.subviolaceus","Pompiloides subviolaceus",NA,"Pompiloides subviolaceus"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Toxoneuron.abdominale","Toxoneuron abdominale",NA,"Toxoneuron abdominale"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Leionotus.scrophulariae","Leionotus scrophulariae",NA,"Leionotus scrophulariae"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Eutelus.flavipes","Eutelus flavipes",NA,"Eutelus flavipes"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Eristalis.flavipes","Eristalis flavipes",NA,"Eristalis flavipes"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Trachandrena.quintilis","Trachandrena quintilis",NA,"Trachandrena quintilis"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Helophilus.divisus","Helophilus divisus",NA,"Helophilus divisus"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Batizonus.algidus","Batizonus algidus",NA,"Batizonus algidus"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Microstelis.lateralis","Microstelis lateralis",NA,"Microstelis lateralis"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Ocyptera.nigra","Ocyptera nigra",NA,"Ocyptera nigra"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Sarcophaga.assidua","Sarcophaga assidua",NA,"Sarcophaga assidua"
"M_062","Malvales","Malvaceae","Abutilon","Abutilon","Abutilon.theophrasti",1,"Empis.distans","Empis distans",NA,"Empis distans"
"M_026","Fabales","Fabaceae","Acacia","Acacia","Acacia.insulae-iacobi",1,"Urbanus.dorantes","Urbanus dorantes",NA,"Urbanus dorantes"
"M_026","Fabales","Fabaceae","Acacia","Acacia","Acacia.insulae-iacobi",1,"Xylocopa.darwini","Xylocopa darwini",NA,"Xylocopa darwini"
"M_026","Fabales","Fabaceae","Acacia","Acacia","Acacia.macracantha",1,"Xylocopa.darwini","Xylocopa darwini",NA,"Xylocopa darwini"
"M_003","Rosales","Rosaceae","Acaena","Acaena","Acaena.pinnatifida",1,"Scaeva.melanostoma","Scaeva melanostoma",NA,"Scaeva melanostoma"
"M_002","Rosales","Rosaceae","Acaena","Acaena","Acaena.pinnatifida",1,"Scaeva.melanostoma","Scaeva melanostoma",NA,"Scaeva melanostoma"
"M_001","Rosales","Rosaceae","Acaena","Acaena","Acaena.pinnatifida",1,"Scaeva.melanostoma","Scaeva melanostoma",NA,"Scaeva melanostoma"
"M_077","Poales","Bromeliaceae","Acanthostachys","Acanthostachys","Acanthostachys.strobilaceae",0.3,"Heliconius.nattereri","Heliconius nattereri",NA,"Heliconius nattereri"
"M_077","Poales","Bromeliaceae","Acanthostachys","Acanthostachys","Acanthostachys.strobilaceae",0.7,"Heliconius.numato","Heliconius numato",NA,"Heliconius numato"
"M_015","Lamiales","Acanthaceae","Acanthus","Acanthus","Acanthus.spinosus",1,"Apis.mellifera","Apis mellifera","Apis mellifera","Apis mellifera"
"M_015","Lamiales","Acanthaceae","Acanthus","Acanthus","Acanthus.spinosus",1,"Tetralonia.alternans","Tetralonia alternans",NA,"Tetralonia alternans"
"M_015","Lamiales","Acanthaceae","Acanthus","Acanthus","Acanthus.spinosus",1,"Bombus.argillaceus","Bombus argillaceus",NA,"Bombus argillaceus"
"M_015","Lamiales","Acanthaceae","Acanthus","Acanthus","Acanthus.spinosus",1,"Xylocopa.iris","Xylocopa iris",NA,"Xylocopa iris"
"M_015","Lamiales","Acanthaceae","Acanthus","Acanthus","Acanthus.spinosus",1,"Xylocopa.violacea","Xylocopa violacea",NA,"Xylocopa violacea"
"M_057","Sapindales","Sapindaceae","Acer","Acer","Acer.carpinifolium",1,"Unidentified.sp401.M.PL.057","Unidentified sp401 M PL 057",NA,"Unidentified sp401 M PL 057"
"M_057","Sapindales","Sapindaceae","Acer","Acer","Acer.carpinifolium",1,"Cheilosia.sp4.M.PL.057","Cheilosia sp4 M PL 057",NA,"Cheilosia sp4 M PL 057"
"M_057","Sapindales","Sapindaceae","Acer","Acer","Acer.carpinifolium",1,"Tenthredo.finchi.seguro","Tenthredo finchi seguro",NA,"Tenthredo finchi seguro"
"M_057","Sapindales","Sapindaceae","Acer","Acer","Acer.carpinifolium",1,"Lasioglossum.apristum","Lasioglossum apristum",NA,"Lasioglossum apristum"
"M_057","Sapindales","Sapindaceae","Acer","Acer","Acer.carpinifolium",1,"Byturus.affinis","Byturus affinis",NA,"Byturus affinis"
"M_057","Sapindales","Sapindaceae","Acer","Acer","Acer.carpinifolium",1,"Unidentified.sp403.M.PL.057","Unidentified sp403 M PL 057",NA,"Unidentified sp403 M PL 057"
"M_057","Sapindales","Sapindaceae","Acer","Acer","Acer.carpinifolium",1,"Sphegina.clunipes","Sphegina clunipes",NA,"Sphegina clunipes"
"M_057","Sapindales","Sapindaceae","Acer","Acer","Acer.carpinifolium",1,"Bombus.ardens","Bombus ardens",NA,"Bombus ardens"
"M_057","Sapindales","Sapindaceae","Acer","Acer","Acer.carpinifolium",1,"Unidentified.sp157.M.PL.057","Unidentified sp157 M PL 057",NA,"Unidentified sp157 M PL 057"
"M_044","Sapindales","Sapindaceae","Acer","Acer","Acer.insulae",7,"Plectoderoides.vittifrons","Plectoderoides vittifrons",NA,"Plectoderoides vittifrons"
"M_044","Sapindales","Sapindaceae","Acer","Acer","Acer.insulae",2,"Podabrus.sp3.M.PL.044","Podabrus sp3 M PL 044",NA,"Podabrus sp3 M PL 044"
"M_044","Sapindales","Sapindaceae","Acer","Acer","Acer.insulae",1,"Unidentified.sp151.M.PL.044","Unidentified sp151 M PL 044",NA,"Unidentified sp151 M PL 044"
"M_044","Sapindales","Sapindaceae","Acer","Acer","Acer.insulae",1,"Unidentified.sp33.M.PL.044","Unidentified sp33 M PL 044",NA,"Unidentified sp33 M PL 044"
"M_044","Sapindales","Sapindaceae","Acer","Acer","Acer.insulae",1,"Unidentified.sp6.M.PL.044","Unidentified sp6 M PL 044",NA,"Unidentified sp6 M PL 044"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.japonicum",2,"Vespula.schrenckii","Vespula schrenckii",NA,"Vespula schrenckii"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.japonicum",1,"Platycheirus.ambiguus","Platycheirus ambiguus",NA,"Platycheirus ambiguus"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.japonicum",1,"Criorhina.apicalis","Criorhina apicalis",NA,"Criorhina apicalis"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Stelidium.trypetinum","Stelidium trypetinum",NA,"Stelidium trypetinum"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Andrena.erythrogastra","Andrena erythrogastra",NA,"Andrena erythrogastra"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Amegilla.walshii","Amegilla walshii",NA,"Amegilla walshii"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Aedes.vexans","Aedes vexans",NA,"Aedes vexans"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Tachytes.mandibularis","Tachytes mandibularis",NA,"Tachytes mandibularis"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Scymnus.consobrinus","Scymnus consobrinus",NA,"Scymnus consobrinus"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Cryptorhopalum.triste","Cryptorhopalum triste",NA,"Cryptorhopalum triste"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Valgus.canaliculatus","Valgus canaliculatus",NA,"Valgus canaliculatus"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Nomada.illinoensis","Nomada illinoensis",NA,"Nomada illinoensis"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Brachypalpus.rileyi","Brachypalpus rileyi",NA,"Brachypalpus rileyi"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Spallanzania.hesperidarum","Spallanzania hesperidarum",NA,"Spallanzania hesperidarum"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Helophilus.divisus","Helophilus divisus",NA,"Helophilus divisus"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Ichneumon.longulus","Ichneumon longulus",NA,"Ichneumon longulus"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Urosigalphus.femoratus","Urosigalphus femoratus",NA,"Urosigalphus femoratus"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Pseudopanurgus.labrosus","Pseudopanurgus labrosus",NA,"Pseudopanurgus labrosus"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Pterandrena.solidaginis","Pterandrena solidaginis",NA,"Pterandrena solidaginis"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Anoplius.illinoensis","Anoplius illinoensis",NA,"Anoplius illinoensis"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Rhamphomyia.limbata","Rhamphomyia limbata",NA,"Rhamphomyia limbata"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Tiphia.transversa","Tiphia transversa",NA,"Tiphia transversa"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Pseudosiobla.excavata","Pseudosiobla excavata",NA,"Pseudosiobla excavata"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Physocephala.texana","Physocephala texana",NA,"Physocephala texana"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Bruchus.obsoletus","Bruchus obsoletus",NA,"Bruchus obsoletus"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Pentaria.trifasciata","Pentaria trifasciata",NA,"Pentaria trifasciata"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Coelioxys.germana","Coelioxys germana",NA,"Coelioxys germana"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Evylaeus.arcuatus","Evylaeus arcuatus",NA,"Evylaeus arcuatus"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Agapostemon.texanus","Agapostemon texanus",NA,"Agapostemon texanus"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.negundo",1,"Sphaerophoria.cylindrica","Sphaerophoria cylindrica",NA,"Sphaerophoria cylindrica"
"M_021","Sapindales","Sapindaceae","Acer","Acer","Acer.rufinerve",1,"Unidentified.sp228.M.PL.021","Unidentified sp228 M PL 021",NA,"Unidentified sp228 M PL 021"
"M_021","Sapindales","Sapindaceae","Acer","Acer","Acer.rufinerve",1,"Unidentified.sp6.M.PL.021","Unidentified sp6 M PL 021",NA,"Unidentified sp6 M PL 021"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Cemolobus.oligolege","Cemolobus oligolege",NA,"Cemolobus oligolege"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Bibio.femoratus","Bibio femoratus",NA,"Bibio femoratus"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Anthidium.cognatum","Anthidium cognatum",NA,"Anthidium cognatum"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Amegilla.walshii","Amegilla walshii",NA,"Amegilla walshii"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Glypta.simplicipes","Glypta simplicipes",NA,"Glypta simplicipes"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Spallanzania.hesperidarum","Spallanzania hesperidarum",NA,"Spallanzania hesperidarum"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Astatus.unicolor","Astatus unicolor",NA,"Astatus unicolor"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Chloralictus.illinoensis","Chloralictus illinoensis",NA,"Chloralictus illinoensis"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Gnathias.ovatus","Gnathias ovatus",NA,"Gnathias ovatus"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Corizus.lateralis","Corizus lateralis",NA,"Corizus lateralis"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Ceratina.dupla","Ceratina dupla",NA,"Ceratina dupla"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Holonomada.superba","Holonomada superba",NA,"Holonomada superba"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Melissodes.pallida","Melissodes pallida",NA,"Melissodes pallida"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Evylaeus.arcuatus","Evylaeus arcuatus",NA,"Evylaeus arcuatus"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Lonchaea.parvicornis","Lonchaea parvicornis",NA,"Lonchaea parvicornis"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Cyllene.decorus","Cyllene decorus",NA,"Cyllene decorus"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Syrphus.ribesii","Syrphus ribesii",NA,"Syrphus ribesii"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Sarcophaga.sinuata","Sarcophaga sinuata",NA,"Sarcophaga sinuata"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Collops.4.maculatus","Collops 4 maculatus",NA,"Collops 4 maculatus"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Trachandrena.quintilis","Trachandrena quintilis",NA,"Trachandrena quintilis"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Exorista.nigripalpis","Exorista nigripalpis",NA,"Exorista nigripalpis"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Anoplius.virginiensis","Anoplius virginiensis",NA,"Anoplius virginiensis"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Lampronota.coxalis","Lampronota coxalis",NA,"Lampronota coxalis"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Eutelus.flavipes","Eutelus flavipes",NA,"Eutelus flavipes"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Chilosia.petulca","Chilosia petulca",NA,"Chilosia petulca"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Scymnus.consobrinus","Scymnus consobrinus",NA,"Scymnus consobrinus"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Plagiotoma.obliqua","Plagiotoma obliqua",NA,"Plagiotoma obliqua"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Eugnoriste.occidentalis","Eugnoriste occidentalis",NA,"Eugnoriste occidentalis"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Andrena.erythrogastra","Andrena erythrogastra",NA,"Andrena erythrogastra"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Vipio.robertsonii","Vipio robertsonii",NA,"Vipio robertsonii"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Triepeolus.cressonii","Triepeolus cressonii",NA,"Triepeolus cressonii"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Drasteria.erechtea","Drasteria erechtea",NA,"Drasteria erechtea"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Megachile.oligolege","Megachile oligolege",NA,"Megachile oligolege"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Pipiza.pistica","Pipiza pistica",NA,"Pipiza pistica"
"M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Tetanocera.pictipes","Tetanocera pictipes",NA,"Tetanocera pictipes"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.shirasawanum",1,"Byturus.affinis","Byturus affinis",NA,"Byturus affinis"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.shirasawanum",1,"Unidentified.sp35.M.PL.056","Unidentified sp35 M PL 056",NA,"Unidentified sp35 M PL 056"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.shirasawanum",1,"Unidentified.sp78.M.PL.056","Unidentified sp78 M PL 056",NA,"Unidentified sp78 M PL 056"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.shirasawanum",1,"Unidentified.sp76.M.PL.056","Unidentified sp76 M PL 056",NA,"Unidentified sp76 M PL 056"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.shirasawanum",1,"Bombus.ardens","Bombus ardens",NA,"Bombus ardens"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.shirasawanum",1,"Unidentified.sp79.M.PL.056","Unidentified sp79 M PL 056",NA,"Unidentified sp79 M PL 056"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.shirasawanum",1,"Unidentified.sp80.M.PL.056","Unidentified sp80 M PL 056",NA,"Unidentified sp80 M PL 056"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.shirasawanum",1,"Micadocantharis.japonicus","Micadocantharis japonicus",NA,"Micadocantharis japonicus"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.shirasawanum",2,"Unidentified.sp25.M.PL.056","Unidentified sp25 M PL 056",NA,"Unidentified sp25 M PL 056"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.shirasawanum",2,"Eusphalerum.parallelum","Eusphalerum parallelum",NA,"Eusphalerum parallelum"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.shirasawanum",1,"Unidentified.sp81.M.PL.056","Unidentified sp81 M PL 056",NA,"Unidentified sp81 M PL 056"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.shirasawanum",1,"Phyllobius.picepes","Phyllobius picepes",NA,"Phyllobius picepes"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.shirasawanum",1,"Unidentified.sp77.M.PL.056","Unidentified sp77 M PL 056",NA,"Unidentified sp77 M PL 056"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.ukurunduense",1,"Unidentified.sp83.M.PL.056","Unidentified sp83 M PL 056",NA,"Unidentified sp83 M PL 056"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.ukurunduense",1,"Unidentified.sp82.M.PL.056","Unidentified sp82 M PL 056",NA,"Unidentified sp82 M PL 056"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.ukurunduense",1,"Lupesus.moorii","Lupesus moorii",NA,"Lupesus moorii"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.ukurunduense",8,"Unidentified.sp84.M.PL.056","Unidentified sp84 M PL 056",NA,"Unidentified sp84 M PL 056"
"M_056","Sapindales","Sapindaceae","Acer","Acer","Acer.ukurunduense",1,"Unidentified.sp77.M.PL.056","Unidentified sp77 M PL 056",NA,"Unidentified sp77 M PL 056"
"M_056","Asterales","Asteraceae","Achillea","Achillea","Achillea.alpina.",1,"Meliscaeva.cinctella","Meliscaeva cinctella",NA,"Meliscaeva cinctella"
"M_043","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Coccinella.septempunctata","Coccinella septempunctata",NA,"Coccinella septempunctata"
"M_062","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Siphona.geniculata","Siphona geniculata",NA,"Siphona geniculata"
"M_062","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Metopius.terminalis","Metopius terminalis",NA,"Metopius terminalis"
"M_062","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Andrena.erythrogastra","Andrena erythrogastra",NA,"Andrena erythrogastra"
"M_062","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Amegilla.walshii","Amegilla walshii",NA,"Amegilla walshii"
"M_043","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Adscita.statices","Adscita statices",NA,"Adscita statices"
"M_018","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Unidentified.sp20.M.PL.018","Unidentified sp20 M PL 018",NA,"Unidentified sp20 M PL 018"
"M_018","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Unidentified.sp21.M.PL.018","Unidentified sp21 M PL 018",NA,"Unidentified sp21 M PL 018"
"M_019","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",4,"Lasioglossum.sp9.M.PL.019","Lasioglossum sp9 M PL 019",NA,"Lasioglossum sp9 M PL 019"
"M_006","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",3,"Maniola.jurtina","Maniola jurtina",NA,"Maniola jurtina"
"M_062","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Uranotes.melinus","Uranotes melinus",NA,"Uranotes melinus"
"M_028","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Melangyna.sp1.M.PL.028","Melangyna sp1 M PL 028",NA,"Melangyna sp1 M PL 028"
"M_062","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Ichneumon.longulus","Ichneumon longulus",NA,"Ichneumon longulus"
"M_018","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Unidentified.sp3.M.PL.018","Unidentified sp3 M PL 018",NA,"Unidentified sp3 M PL 018"
"M_028","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Proscissio.cana","Proscissio cana",NA,"Proscissio cana"
"M_006","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Phaonia.incarna","Phaonia incarna",NA,"Phaonia incarna"
"M_062","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Eugnoriste.occidentalis","Eugnoriste occidentalis",NA,"Eugnoriste occidentalis"
"M_028","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Unidentified.sp1.M.PL.028","Unidentified sp1 M PL 028",NA,"Unidentified sp1 M PL 028"
"M_062","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Nomada.cressonii","Nomada cressonii",NA,"Nomada cressonii"
"M_062","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Chloralictus.illinoensis","Chloralictus illinoensis",NA,"Chloralictus illinoensis"
"M_043","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Unidentified.sp1.M.PL.043","Unidentified sp1 M PL 043",NA,"Unidentified sp1 M PL 043"
"M_006","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Helophilus.sp1.M.PL.006","Helophilus sp1 M PL 006",NA,"Helophilus sp1 M PL 006"
