"Genero.original","Genero.especie","Orden.GBIF","Familia.GBIF","Genero.GBIF","genero.es.igual","n.fam"
"Eupatorium","Eupatorium.coelestinum","Asterales","Asteraceae","Eupatorium",TRUE,1
"Eupatorium","Eupatorium.odoratum","Asterales","Asteraceae","Eupatorium",TRUE,1
"Eupatorium","Eupatorium.subhastatum","Asterales","Asteraceae","Eupatorium",TRUE,1
"Eupatorium","Eupatorium.perfoliatum","Asterales","Asteraceae","Eupatorium",TRUE,1
"Eupatorium","Eupatorium.chinense","Asterales","Asteraceae","Eupatorium",TRUE,1
"Eupatorium","Eupatorium.altissimum","Asterales","Asteraceae","Eupatorium",TRUE,1
"Eupatorium","Eupatorium.lindleyanum","Asterales","Asteraceae","Eupatorium",TRUE,1
"Eupatorium","Eupatorium.urticaefolium","Asterales","Asteraceae","Eupatorium",TRUE,1
"Eupatorium","Eupatorium.squarrulosum","Asterales","Asteraceae","Eupatorium",TRUE,1
"Euphorbia","Euphorbia.acanthothamnos","Malpighiales","Euphorbiaceae","Euphorbia",TRUE,1
"Euphorbia","Euphorbia.hyssopifolia","Malpighiales","Euphorbiaceae","Euphorbia",TRUE,1
"Euphorbia","Euphorbia.obtusifolia","Malpighiales","Euphorbiaceae","Euphorbia",TRUE,1
"Euphorbia","Euphorbia.pyrifolia","Malpighiales","Euphorbiaceae","Euphorbia",TRUE,1
"Euphorbia","Euphorbia.preslii","Malpighiales","Euphorbiaceae","Euphorbia",TRUE,1
"Euphorbia","Euphorbia.portulacoides","Malpighiales","Euphorbiaceae","Euphorbia",TRUE,1
"Euphorbia","Euphorbia.cyathophora","Malpighiales","Euphorbiaceae","Euphorbia",TRUE,1
"Euphorbia","Euphorbia.corollata","Malpighiales","Euphorbiaceae","Euphorbia",TRUE,1
"Euphorbia","Euphorbia.heterophylla","Malpighiales","Euphorbiaceae","Euphorbia",TRUE,1
"Euphorbia","Euphorbia.segatalis","Malpighiales","Euphorbiaceae","Euphorbia",TRUE,1
"Euphorbia","Euphorbia.canariensis","Malpighiales","Euphorbiaceae","Euphorbia",TRUE,1
"Euphrasia","Euphrasia.zelandica","Lamiales","Orobanchaceae","Euphrasia",TRUE,1
"Euphrasia","Euphrasia.maximowiczii","Lamiales","Orobanchaceae","Euphrasia",TRUE,1
"Euphrasia","Euphrasia.officinalis","Lamiales","Orobanchaceae","Euphrasia",TRUE,1
"Euphrasia","Euphrasia.collina","Lamiales","Orobanchaceae","Euphrasia",TRUE,1
"Euphrasia","Euphrasia.revoluta","Lamiales","Orobanchaceae","Euphrasia",TRUE,1
"Euptelea","Euptelea.polyandra","Ranunculales","Eupteleaceae","Euptelea",TRUE,1
"Eurya","Eurya.japonica","Ericales","Pentaphylacaceae","Eurya",TRUE,1
"Euscaphis","Euscaphis.japonica",NA,NA,NA,TRUE,1
"Eusteratis","Eusteratis.yatabeana",NA,NA,NA,TRUE,1
"Evolvulus","Evolvulus.nummularius","Solanales","Convolvulaceae","Evolvulus",TRUE,1
"Evonymus","Evonymus.atropurpureus",NA,NA,NA,TRUE,1
"Excoecaria","Excoecaria.benthiamiana","Malpighiales","Euphorbiaceae","Excoecaria",TRUE,1
"Fagonia","Fagonia.albiflora","Zygophyllales","Zygophyllaceae","Fagonia",TRUE,1
"Farfugium","Farfugium.joponicum","Asterales","Asteraceae","Farfugium",TRUE,1
"Fatsia","Fatsia.japonica","Apiales","Araliaceae","Fatsia",TRUE,1
"Faujasiopsis","Faujasiopsis.flexuosa.ssp.erecta","Asterales","Asteraceae","Faujasiopsis",TRUE,1
"Faujasiopsis","Faujasiopsis.flexuosa","Asterales","Asteraceae","Faujasiopsis",TRUE,1
"Filipendula","Filipendula.ulmaria","Rosales","Rosaceae","Filipendula",TRUE,1
"Filipendula","Filipendula.multifuga","Rosales","Rosaceae","Filipendula",TRUE,1
"Flagellaria","Flagellaria.indica","Ranunculales","Ranunculaceae","Flagellaria",TRUE,2
"Flagellaria","Flagellaria.indica","Poales","Flagellariaceae","Flagellaria",TRUE,2
"Foeniculum","Foeniculum.vulgare","Apiales","Apiaceae","Foeniculum",TRUE,1
"Forsythia","Forsythia.suspensa","Lamiales","Oleaceae","Forsythia",TRUE,1
"Fragaria","Fragaria.vesca","Rosales","Rosaceae","Fragaria",TRUE,1
"Fragaria","Fragaria.nipponica","Rosales","Rosaceae","Fragaria",TRUE,1
"Fragaria","Fragaria.virginiana.illinoensis","Rosales","Rosaceae","Fragaria",TRUE,1
"Frasera","Frasera.speciosa","Gentianales","Gentianaceae","Frasera",TRUE,1
"Frasera","Frasera.carolinensis","Gentianales","Gentianaceae","Frasera",TRUE,1
"Fraxinus","Fraxinus.americanus","Lamiales","Oleaceae","Fraxinus",TRUE,1
"Fraxinus","Fraxinus.griffithii","Lamiales","Oleaceae","Fraxinus",TRUE,1
"Freesia","Freesia.refracta","Asparagales","Iridaceae","Freesia",TRUE,1
"Freesia","Freesia.sp1.M.PL.036","Asparagales","Iridaceae","Freesia",TRUE,1
"Fritillaria","Fritillaria.graeca","Liliales","Liliaceae","Fritillaria",TRUE,1
"Fumana","Fumana.arabica","Malvales","Cistaceae","Fumana",TRUE,1
"Fumana","Fumana.thymifolia","Malvales","Cistaceae","Fumana",TRUE,1
"Fumaria","Fumaria.amarysia","Ranunculales","Papaveraceae","Fumaria",TRUE,1
"Gaertnera","Gaertnera.sp1.M.PL.079","Gentianales","Rubiaceae","Gaertnera",TRUE,1
"Gaertnera","Gaertnera.sp1.M.PL.066","Gentianales","Rubiaceae","Gaertnera",TRUE,1
"Gaertnera","Gaertnera.sp1.M.PL.082","Gentianales","Rubiaceae","Gaertnera",TRUE,1
"Gaertnera","Gaertnera.sp1.M.PL.078","Gentianales","Rubiaceae","Gaertnera",TRUE,1
"Gaertnera","Gaertnera.sp1.M.PL.080","Gentianales","Rubiaceae","Gaertnera",TRUE,1
"Gaertnera","Gaertnera.sp1.M.PL.068","Gentianales","Rubiaceae","Gaertnera",TRUE,1
"Gaertnera","Gaertnera.psychotrioides.edentata","Gentianales","Rubiaceae","Gaertnera",TRUE,1
"Gaertnera","Gaertnera.sp1.M.PL.067","Gentianales","Rubiaceae","Gaertnera",TRUE,1
"Gaertnera","Gaertnera.sp1.M.PL.070","Gentianales","Rubiaceae","Gaertnera",TRUE,1
"Gaertnera","Gaertnera.rotundifolia","Gentianales","Rubiaceae","Gaertnera",TRUE,1
"Gaertnera","Gaertnera.sp1.M.PL.077","Gentianales","Rubiaceae","Gaertnera",TRUE,1
"Gaertnera","Gaertnera.petrinensis","Gentianales","Rubiaceae","Gaertnera",TRUE,1
"Gaertnera","Gaertnera.sp1.M.PL.069","Gentianales","Rubiaceae","Gaertnera",TRUE,1
"Gaertnera","Gaertnera.sp1.M.PL.081","Gentianales","Rubiaceae","Gaertnera",TRUE,1
"Gagea","Gagea.granatelli","Liliales","Liliaceae","Gagea",TRUE,1
"Galactea","Galactea.striata","Fabales","Fabaceae","Galactea",TRUE,1
"Galactites","Galactites.tomentosa","Asterales","Asteraceae","Galactites",TRUE,1
"Galactophora","Galactophora.schomburgkiana","Gentianales","Apocynaceae","Galactophora",TRUE,1
"Galium","Galium.aperine","Gentianales","Rubiaceae","Galium",TRUE,1
"Galium","Galium.palustre","Gentianales","Rubiaceae","Galium",TRUE,1
"Galium","Galium.trifidum","Gentianales","Rubiaceae","Galium",TRUE,1
"Galium","Galium.saxatile","Gentianales","Rubiaceae","Galium",TRUE,1
"Galium","Galium.boreale","Gentianales","Rubiaceae","Galium",TRUE,1
"Galium","Galium.perpusillum","Gentianales","Rubiaceae","Galium",TRUE,1
"Galium","Galium.verum","Gentianales","Rubiaceae","Galium",TRUE,1
"Galium","Galium.japonicum","Gentianales","Rubiaceae","Galium",TRUE,1
"Galium","Galium.propinquum","Gentianales","Rubiaceae","Galium",TRUE,1
"Galvezia","Galvezia.leucantha","Lamiales","Plantaginaceae","Galvezia",TRUE,1
"Galvezia","Galvezia.leucantha.pubescen","Lamiales","Plantaginaceae","Galvezia",TRUE,1
"Gamochaeta","Gamochaeta.argentina","Asterales","Asteraceae","Gamochaeta",TRUE,1
"Gamochaeta","Gamochaeta.stachydifolia","Asterales","Asteraceae","Gamochaeta",TRUE,1
"Gastonia","Gastonia.crassa",NA,NA,NA,TRUE,1
"Gastonia","Gastonia.mauritiana",NA,NA,NA,TRUE,1
"Gaultheria","Gaultheria.phillyreifolia","Ericales","Ericaceae","Gaultheria",TRUE,1
"Gaultheria","Gaultheria.mucronata","Ericales","Ericaceae","Gaultheria",TRUE,1
"Gaura","Gaura.biennis",NA,NA,NA,TRUE,1
"Gavilea","Gavilea.odoratissima","Asparagales","Orchidaceae","Gavilea",TRUE,1
"Gaylussacia","Gaylussacia.baccata","Ericales","Ericaceae","Gaylussacia",TRUE,1
"Gelasine","Gelasine.azurea","Asparagales","Iridaceae","Gelasine",TRUE,1
"Geniostoma","Geniostoma.borbonicum","Gentianales","Loganiaceae","Geniostoma",TRUE,1
"Genista","Genista.anglica","Fabales","Fabaceae","Genista",TRUE,1
"Gentiana","Gentiana.andrewsii","Gentianales","Gentianaceae","Gentiana",TRUE,1
"Gentiana","Gentiana.corymbifera","Gentianales","Gentianaceae","Gentiana",TRUE,1
"Gentiana","Gentiana.puberula","Gentianales","Gentianaceae","Gentiana",TRUE,1
"Gentiana","Gentiana.zollingeri","Gentianales","Gentianaceae","Gentiana",TRUE,1
"Gentiana","Gentiana.parryi","Gentianales","Gentianaceae","Gentiana",TRUE,1
"Gentiana","Gentiana.montana","Gentianales","Gentianaceae","Gentiana",TRUE,1
"Gentianella","Gentianella.diemensis","Gentianales","Gentianaceae","Gentianella",TRUE,1
"Geoffroea","Geoffroea.spinosa","Fabales","Fabaceae","Geoffroea",TRUE,1
"Geranium","Geranium.shikokianum","Geraniales","Geraniaceae","Geranium",TRUE,1
"Geranium","Geranium.rotundifolium","Geraniales","Geraniaceae","Geranium",TRUE,1
"Geranium","Geranium.caespitosum","Geraniales","Geraniaceae","Geranium",TRUE,1
"Geranium","Geranium.richardsoni","Geraniales","Geraniaceae","Geranium",TRUE,1
"Geranium","Geranium.robertianum","Geraniales","Geraniaceae","Geranium",TRUE,1
"Geranium","Geranium.canariense","Geraniales","Geraniaceae","Geranium",TRUE,1
"Geranium","Geranium.dissectum","Geraniales","Geraniaceae","Geranium",TRUE,1
"Geranium","Geranium.nepalense","Geraniales","Geraniaceae","Geranium",TRUE,1
"Geranium","Geranium.carolinianum","Geraniales","Geraniaceae","Geranium",TRUE,1
"Geranium","Geranium.eriostemon.","Geraniales","Geraniaceae","Geranium",TRUE,1
"Geranium","Geranium.maculatum","Geraniales","Geraniaceae","Geranium",TRUE,1
"Gerardia","Gerardia.genistifolia",NA,NA,NA,TRUE,1
"Gerardia","Gerardia.grandiflora",NA,NA,NA,TRUE,1
"Gerardia","Gerardia.purpurea",NA,NA,NA,TRUE,1
"Gerardia","Gerardia.tenuifolia",NA,NA,NA,TRUE,1
"Gerardia","Gerardia.auriculata",NA,NA,NA,TRUE,1
"Geum","Geum.japonicum","Rosales","Rosaceae","Geum",TRUE,2
"Geum","Geum.japonicum","Saxifragales","Saxifragaceae","Geum",TRUE,2
"Geum","Geum.rivale","Rosales","Rosaceae","Geum",TRUE,2
"Geum","Geum.rivale","Saxifragales","Saxifragaceae","Geum",TRUE,2
"Geum","Geum.canadense","Rosales","Rosaceae","Geum",TRUE,2
"Geum","Geum.canadense","Saxifragales","Saxifragaceae","Geum",TRUE,2
"Geum","Geum.uniflorum","Rosales","Rosaceae","Geum",TRUE,2
"Geum","Geum.uniflorum","Saxifragales","Saxifragaceae","Geum",TRUE,2
"Geum","Geum.vernum","Rosales","Rosaceae","Geum",TRUE,2
"Geum","Geum.vernum","Saxifragales","Saxifragaceae","Geum",TRUE,2
"Geum","Geum.rossii.","Rosales","Rosaceae","Geum",TRUE,2
"Geum","Geum.rossii.","Saxifragales","Saxifragaceae","Geum",TRUE,2
"Gevuina","Gevuina.avellana","Proteales","Proteaceae","Gevuina",TRUE,1
"Gilia","Gilia.aggregata","Ericales","Polemoniaceae","Gilia",TRUE,1
"Gillenia","Gillenia.stipulacea","Rosales","Rosaceae","Gillenia",TRUE,2
"Gillenia","Gillenia.stipulacea","Ericales","Clethraceae","Gillenia",TRUE,2
"Glandularia","Glandularia.dissecta",NA,NA,NA,TRUE,1
"Glechoma","Glechoma.hederacea","Lamiales","Lamiaceae","Glechoma",TRUE,2
"Glechoma","Glechoma.hederacea","Solanales","Convolvulaceae","Glechoma",TRUE,2
"Gleditsia","Gleditsia.triacanthos","Fabales","Fabaceae","Gleditsia",TRUE,1
"Glionnetia","Glionnetia.sericea","Gentianales","Rubiaceae","Glionnetia",TRUE,1
"Globularia","Globularia.alypum","Lamiales","Plantaginaceae","Globularia",TRUE,1
"Glochidion","Glochidion.obovatum","Malpighiales","Phyllanthaceae","Glochidion",TRUE,1
"Glochidion","Glochidion.acuminatum","Malpighiales","Phyllanthaceae","Glochidion",TRUE,1
"Glochidion","Glochidion.zeylanicum","Malpighiales","Phyllanthaceae","Glochidion",TRUE,1
"Gnaphalium","Gnaphalium.polycephalum","Asterales","Asteraceae","Gnaphalium",TRUE,1
"Gnaphalium","Gnaphalium.cheirantifolium","Asterales","Asteraceae","Gnaphalium",TRUE,1
"Gomphrena","Gomphrena.perennis","Caryophyllales","Amaranthaceae","Gomphrena",TRUE,1
"Gonolobus","Gonolobus.laevis","Gentianales","Apocynaceae","Gonolobus",TRUE,1
"Gonzalagunia","Gonzalagunia.hirsuta","Gentianales","Rubiaceae","Gonzalagunia",TRUE,1
"Gossypium","Gossypium.sp1.M.PL.026","Malvales","Malvaceae","Gossypium",TRUE,1
"Gossypium","Gossypium.barbadense","Malvales","Malvaceae","Gossypium",TRUE,1
"Grangeria","Grangeria.borbonica","Malpighiales","Chrysobalanaceae","Grangeria",TRUE,1
"Gratiola","Gratiola.virginiana","Lamiales","Plantaginaceae","Gratiola",TRUE,1
"Grindelia","Grindelia.chiloensis","Asterales","Asteraceae","Grindelia",TRUE,1
"Grindelia","Grindelia.buphtalmoides","Asterales","Asteraceae","Grindelia",TRUE,1
"Guarea","Guarea.swartzii","Sapindales","Meliaceae","Guarea",TRUE,1
"Guazuma","Guazuma.ulmifolia","Malvales","Malvaceae","Guazuma",TRUE,1
"Guettarda","Guettarda.scabra","Gentianales","Rubiaceae","Guettarda",TRUE,1
"Gymnadenia","Gymnadenia.conopsea","Asparagales","Orchidaceae","Gymnadenia",TRUE,1
"Gymnocalycium","Gymnocalycium.reductum","Caryophyllales","Cactaceae","Gymnocalycium",TRUE,1
"Gymnocladus","Gymnocladus.dioica","Fabales","Fabaceae","Gymnocladus",TRUE,1
"Habenaria","Habenaria.leucophaea","Asparagales","Orchidaceae","Habenaria",TRUE,1
"Habranthus","Habranthus.andersoni",NA,NA,NA,TRUE,1
"Habranthus","Habranthus.gracilifolius",NA,NA,NA,TRUE,1
"Halimium","Halimium.commutatum","Malvales","Cistaceae","Halimium",TRUE,1
"Halimium","Halimium.halimifolium","Malvales","Cistaceae","Halimium",TRUE,1
"Haplopappus","Haplopappus.sericeus","Asterales","Asteraceae","Haplopappus",TRUE,1
"Haplopappus","Haplopappus.chysanthemifolius","Asterales","Asteraceae","Haplopappus",TRUE,1
"Harungana","Harungana.madagascariensis","Malpighiales","Hypericaceae","Harungana",TRUE,1
"Hebe","Hebe.odora",NA,NA,NA,TRUE,1
"Hebe","Hebe.salicifolia",NA,NA,NA,TRUE,1
"Hebe","Hebe.epacridea",NA,NA,NA,TRUE,1
"Hebe","Hebe.pinguifolia",NA,NA,NA,TRUE,1
"Hebe","Hebe.brachysiphon",NA,NA,NA,TRUE,1
"Hebe","Hebe.subalpina",NA,NA,NA,TRUE,1
"Hedeoma","Hedeoma.pulegioides","Lamiales","Lamiaceae","Hedeoma",TRUE,1
"Helenium","Helenium.autumnale","Asterales","Asteraceae","Helenium",TRUE,1
"Heliamphora","Heliamphora.heterodoxa","Ericales","Sarraceniaceae","Heliamphora",TRUE,1
"Helianthemum","Helianthemum.croceum","Malvales","Cistaceae","Helianthemum",TRUE,2
"Helianthemum","Helianthemum.croceum","Asterales","Asteraceae","Helianthemum",TRUE,2
"Helianthemum","Helianthemum.brasiliense","Malvales","Cistaceae","Helianthemum",TRUE,2
"Helianthemum","Helianthemum.brasiliense","Asterales","Asteraceae","Helianthemum",TRUE,2
"Helianthemum","Helianthemum.guttatum","Malvales","Cistaceae","Helianthemum",TRUE,2
"Helianthemum","Helianthemum.guttatum","Asterales","Asteraceae","Helianthemum",TRUE,2
"Helianthus","Helianthus.divaricatus","Asterales","Asteraceae","Helianthus",TRUE,1
"Helianthus","Helianthus.tuberosus","Asterales","Asteraceae","Helianthus",TRUE,1
"Helianthus","Helianthus.annuus","Asterales","Asteraceae","Helianthus",TRUE,1
"Helianthus","Helianthus.mollis","Asterales","Asteraceae","Helianthus",TRUE,1
"Helianthus","Helianthus.decapetalus","Asterales","Asteraceae","Helianthus",TRUE,1
"Helianthus","Helianthus.strumosus","Asterales","Asteraceae","Helianthus",TRUE,1
"Helianthus","Helianthus.petiolaris","Asterales","Asteraceae","Helianthus",TRUE,1
"Helianthus","Helianthus.grosse-serratus","Asterales","Asteraceae","Helianthus",TRUE,1
"Helianthus","Helianthus.scaberrimus","Asterales","Asteraceae","Helianthus",TRUE,1
"Helianthus","Helianthus.laetiflorus","Asterales","Asteraceae","Helianthus",TRUE,1
"Helichrysum","Helichrysum.selago","Asterales","Asteraceae","Helichrysum",TRUE,1
"Helichrysum","Helichrysum.alpinum","Asterales","Asteraceae","Helichrysum",TRUE,1
"Helichrysum","Helichrysum.scorpioides","Asterales","Asteraceae","Helichrysum",TRUE,1
"Helichrysum","Helichrysum.bellidioides","Asterales","Asteraceae","Helichrysum",TRUE,1
"Helichrysum","Helichrysum.proteoides","Asterales","Asteraceae","Helichrysum",TRUE,1
"Helichrysum","Helichrysum.stoechas","Asterales","Asteraceae","Helichrysum",TRUE,1
"Helichrysum","Helichrysum.picardii","Asterales","Asteraceae","Helichrysum",TRUE,1
"Heliconia","Heliconia.psittacorum","Zingiberales","Heliconiaceae","Heliconia",TRUE,1
"Heliopsis","Heliopsis.helianthoides","Asterales","Asteraceae","Heliopsis",TRUE,1
"Heliotropium","Heliotropium.europaeum","Boraginales","Heliotropiaceae","Heliotropium",TRUE,1
"Heliotropium","Heliotropium.hirsutissimum","Boraginales","Heliotropiaceae","Heliotropium",TRUE,1
"Heliotropium","Heliotropium.dolosum","Boraginales","Heliotropiaceae","Heliotropium",TRUE,1
"Helipterum","Helipterum.albicans",NA,NA,NA,TRUE,1
"Hemerocallis","Hemerocallis.vespertina","Asparagales","Asphodelaceae","Hemerocallis",TRUE,2
"Hemerocallis","Hemerocallis.vespertina","Liliales","Liliaceae","Hemerocallis",TRUE,2
"Hepatica","Hepatica.americana","Marchantiales","Conocephalaceae","Hepatica",TRUE,2
"Hepatica","Hepatica.americana","Ranunculales","Ranunculaceae","Hepatica",TRUE,2
"Hepatica","Hepatica.acutiloba","Marchantiales","Conocephalaceae","Hepatica",TRUE,2
"Hepatica","Hepatica.acutiloba","Ranunculales","Ranunculaceae","Hepatica",TRUE,2
"Heracleum","Heracleum.lanatum","Apiales","Apiaceae","Heracleum",TRUE,1
"Heritiera","Heritiera.littoralis","Malvales","Malvaceae","Heritiera",TRUE,1
"Heteropappus","Heteropappus.hispidus","Asterales","Asteraceae","Heteropappus",TRUE,1
"Heteropterys","Heteropterys.sp2.M.PL.059","Malpighiales","Malpighiaceae","Heteropterys",TRUE,2
"Heteropterys","Heteropterys.sp2.M.PL.059","Solanales","Convolvulaceae","Heteropterys",TRUE,2
"Heteropterys","Heteropterys.sp1.M.PL.059","Malpighiales","Malpighiaceae","Heteropterys",TRUE,2
"Heteropterys","Heteropterys.sp1.M.PL.059","Solanales","Convolvulaceae","Heteropterys",TRUE,2
"Heuchera","Heuchera.hispida","Saxifragales","Saxifragaceae","Heuchera",TRUE,1
"Hibiscus","Hibiscus.teliaceus","Malvales","Malvaceae","Hibiscus",TRUE,1
"Hibiscus","Hibiscus.trionum","Malvales","Malvaceae","Hibiscus",TRUE,1
"Hibiscus","Hibiscus.syriacus","Malvales","Malvaceae","Hibiscus",TRUE,1
"Hibiscus","Hibiscus.laevis","Malvales","Malvaceae","Hibiscus",TRUE,1
"Hibiscus","Hibiscus.militaris","Malvales","Malvaceae","Hibiscus",TRUE,1
"Hibiscus","Hibiscus.maleinoi","Malvales","Malvaceae","Hibiscus",TRUE,1
"Hibiscus","Hibiscus.lasiocarpos","Malvales","Malvaceae","Hibiscus",TRUE,1
"Hibiscus","Hibiscus.hamabo","Malvales","Malvaceae","Hibiscus",TRUE,1
"Hibiscus","Hibiscus.tiliaceus","Malvales","Malvaceae","Hibiscus",TRUE,1
"Hieracium","Hieracium.umbellatum","Asterales","Asteraceae","Hieracium",TRUE,1
"Hieracium","Hieracium.praealtum","Asterales","Asteraceae","Hieracium",TRUE,1
"Hieracium","Hieracium.pilosella","Asterales","Asteraceae","Hieracium",TRUE,1
"Hippeastrum","Hippeastrum.uniflorum","Asparagales","Amaryllidaceae","Hippeastrum",TRUE,1
"Hirschfeldia","Hirschfeldia.incana","Brassicales","Brassicaceae","Hirschfeldia",TRUE,1
"Hoheria","Hoheria.glabrata","Malvales","Malvaceae","Hoheria",TRUE,1
"Holodiscus","Holodiscus.dumosus","Rosales","Rosaceae","Holodiscus",TRUE,1
"Homalanthus","Homalanthus.populifolius","Malpighiales","Euphorbiaceae","Homalanthus",TRUE,2
"Homalanthus","Homalanthus.populifolius","Asterales","Asteraceae","Homalanthus",TRUE,2
"Hosta","Hosta.albomarginata","Ericales","Primulaceae","Hosta",TRUE,3
"Hosta","Hosta.albomarginata","Asparagales","Asparagaceae","Hosta",TRUE,3
"Hosta","Hosta.albomarginata","Liliales","Liliaceae","Hosta",TRUE,3
"Hosta","Hosta.sieboldiana","Ericales","Primulaceae","Hosta",TRUE,3
"Hosta","Hosta.sieboldiana","Asparagales","Asparagaceae","Hosta",TRUE,3
"Hosta","Hosta.sieboldiana","Liliales","Liliaceae","Hosta",TRUE,3
"Houstonia","Houstonia.purpurea.calycosa","Gentianales","Rubiaceae","Houstonia",TRUE,1
"Houttuynia","Houttuynia.cordata","Piperales","Saururaceae","Houttuynia",TRUE,1
"Hovenia","Hovenia.tomentella","Rosales","Rhamnaceae","Hovenia",TRUE,1
"Humiria","Humiria.balsamifera","Malpighiales","Humiriaceae","Humiria",TRUE,1
"Hybanthus","Hybanthus.concolor","Malpighiales","Violaceae","Hybanthus",TRUE,1
"Hydrangea","Hydrangea.macrophylla","Cornales","Hydrangeaceae","Hydrangea",TRUE,1
"Hydrangea","Hydrangea.serrata","Cornales","Hydrangeaceae","Hydrangea",TRUE,1
"Hydrangea","Hydrangea.serratifolia","Cornales","Hydrangeaceae","Hydrangea",TRUE,1
"Hydrangea","Hydrangea.hirta","Cornales","Hydrangeaceae","Hydrangea",TRUE,1
"Hydrangea","Hydrangea.luteo-venosa","Cornales","Hydrangeaceae","Hydrangea",TRUE,1
"Hydrangea","Hydrangea.paniculata","Cornales","Hydrangeaceae","Hydrangea",TRUE,1
"Hydrangea","Hydrangea.arborescens","Cornales","Hydrangeaceae","Hydrangea",TRUE,1
"Hydrocharis","Hydrocharis.dubia","Alismatales","Hydrocharitaceae","Hydrocharis",TRUE,1
"Hydrocotyle","Hydrocotyle.ramiflora","Apiales","Araliaceae","Hydrocotyle",TRUE,1
"Hydrophyllum","Hydrophyllum.appendiculatum","Boraginales","Hydrophyllaceae","Hydrophyllum",TRUE,1
"Hydrophyllum","Hydrophyllum.virginianum","Boraginales","Hydrophyllaceae","Hydrophyllum",TRUE,1
"Hymenocarpus","Hymenocarpus.circinnatus","Fabales","Fabaceae","Hymenocarpus",TRUE,1
"Hypericum","Hypericum.empetrifolium","Malpighiales","Hypericaceae","Hypericum",TRUE,1
"Hypericum","Hypericum.pseudopetiolatum","Malpighiales","Hypericaceae","Hypericum",TRUE,1
"Hypericum","Hypericum.perfolatum","Malpighiales","Hypericaceae","Hypericum",TRUE,1
"Hypericum","Hypericum.triquetrifolium","Malpighiales","Hypericaceae","Hypericum",TRUE,1
"Hypericum","Hypericum.perforatum","Malpighiales","Hypericaceae","Hypericum",TRUE,1
"Hypericum","Hypericum.connatum","Malpighiales","Hypericaceae","Hypericum",TRUE,1
"Hypericum","Hypericum.punctatum","Malpighiales","Hypericaceae","Hypericum",TRUE,1
"Hypericum","Hypericum.cistifolium","Malpighiales","Hypericaceae","Hypericum",TRUE,1
"Hypericum","Hypericum.prolificum","Malpighiales","Hypericaceae","Hypericum",TRUE,1
"Hypericum","Hypericum.patulum","Malpighiales","Hypericaceae","Hypericum",TRUE,1
"Hypericum","Hypericum.erectum","Malpighiales","Hypericaceae","Hypericum",TRUE,1
"Hypericum","Hypericum.ascyron","Malpighiales","Hypericaceae","Hypericum",TRUE,1
"Hypericum","Hypericum.grandifolium","Malpighiales","Hypericaceae","Hypericum",TRUE,1
"Hypochaeris","Hypochaeris.rosengurtii","Asterales","Asteraceae","Hypochaeris",TRUE,1
