"","esp","ID","Orden.GBIF","Familia.GBIF","Genero.GBIF","Genero.original","planta","interaccion","especie","Aceptado","sp.armonizado","genero.x","genero.y","orden","familia"
"3307","Centris cineraria","M_001","Fabales","Fabaceae","Anarthrophyllum","Anarthrophyllum","Anarthrophyllum.cumingii",1,"Centris.cineraria",NA,"Centris cineraria","Centris","Centris","Hymenoptera","Apidae"
"3308","Centris cineraria","M_001","Fabales","Fabaceae","Adesmia","Adesmia","Adesmia.radicifolia",1,"Centris.cineraria",NA,"Centris cineraria","Centris","Centris","Hymenoptera","Apidae"
"3309","Centris cineraria","M_001","Solanales","Solanaceae","Schizanthus","Schizanthus","Schizanthus.hookeri",1,"Centris.cineraria",NA,"Centris cineraria","Centris","Centris","Hymenoptera","Apidae"
"3310","Centris cineraria","M_001","Fabales","Fabaceae","Astragalus","Astragalus","Astragalus.curvicaulis",1,"Centris.cineraria",NA,"Centris cineraria","Centris","Centris","Hymenoptera","Apidae"
"3311","Centris cineraria","M_002","Fabales","Fabaceae","Anarthrophyllum","Anarthrophyllum","Anarthrophyllum.gayanum",1,"Centris.cineraria",NA,"Centris cineraria","Centris","Centris","Hymenoptera","Apidae"
"3312","Centris cineraria","M_001","Fabales","Fabaceae","Adesmia","Adesmia","Adesmia.conferta",1,"Centris.cineraria",NA,"Centris cineraria","Centris","Centris","Hymenoptera","Apidae"
"3313","Centris cineraria","M_001","Fabales","Fabaceae","Adesmia","Adesmia","Adesmia.brachysemon",1,"Centris.cineraria",NA,"Centris cineraria","Centris","Centris","Hymenoptera","Apidae"
"3314","Centris cineraria","M_001","Asterales","Asteraceae","Madia","Madia","Madia.sativa",1,"Centris.cineraria",NA,"Centris cineraria","Centris","Centris","Hymenoptera","Apidae"
"3315","Centris dirrhoda","M_035","Malpighiales","Malpighiaceae","Bunchosia","Bunchosia","Bunchosia.media",1,"Centris.dirrhoda",NA,"Centris dirrhoda","Centris","Centris","Hymenoptera","Apidae"
"3316","Centris dirrhoda","M_035","Gentianales","Rubiaceae","Morinda","Morinda","Morinda.royoc",1,"Centris.dirrhoda",NA,"Centris dirrhoda","Centris","Centris","Hymenoptera","Apidae"
"3317","Centris flavifrons","M_059","Malpighiales","Malpighiaceae","Dicella","Dicella","Dicella.bracteosa",524,"Centris.flavifrons","Centris flavifrons","Centris flavifrons","Centris","Centris","Hymenoptera","Apidae"
"3318","Centris flavifrons","M_059",NA,NA,NA,NA,"Heteropterys.sp1.M.PL.059",404,"Centris.flavifrons","Centris flavifrons","Centris flavifrons","Centris","Centris","Hymenoptera","Apidae"
"3319","Centris flavifrons","M_059","Malpighiales","Malpighiaceae","Stigmaphyllon","Stigmaphyllon","Stigmaphyllon.auriculatum",196,"Centris.flavifrons","Centris flavifrons","Centris flavifrons","Centris","Centris","Hymenoptera","Apidae"
"3320","Centris flavifrons","M_059","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima","Byrsonima.gardnerana",284,"Centris.flavifrons","Centris flavifrons","Centris flavifrons","Centris","Centris","Hymenoptera","Apidae"
"3321","Centris flavifrons","M_059","Malpighiales","Malpighiaceae","Diplopterys","Diplopterys","Diplopterys.pubipetala",416,"Centris.flavifrons","Centris flavifrons","Centris flavifrons","Centris","Centris","Hymenoptera","Apidae"
"3322","Centris flavifrons","M_059","Malpighiales","Malpighiaceae","Banisteriopsis","Banisteriopsis","Banisteriopsis.muricata",272,"Centris.flavifrons","Centris flavifrons","Centris flavifrons","Centris","Centris","Hymenoptera","Apidae"
"3323","Centris flavifrons","M_059","Malpighiales","Malpighiaceae","Stigmaphyllon","Stigmaphyllon","Stigmaphyllon.ciliatum",164,"Centris.flavifrons","Centris flavifrons","Centris flavifrons","Centris","Centris","Hymenoptera","Apidae"
"3324","Centris fuscata","M_059","Malpighiales","Malpighiaceae","Banisteriopsis","Banisteriopsis","Banisteriopsis.stellaris",300,"Centris.fuscata","Centris fuscata","Centris fuscata","Centris","Centris","Hymenoptera","Apidae"
"3325","Centris fuscata","M_059","Malpighiales","Malpighiaceae","Diplopterys","Diplopterys","Diplopterys.pubipetala",1364,"Centris.fuscata","Centris fuscata","Centris fuscata","Centris","Centris","Hymenoptera","Apidae"
"3326","Centris fuscata","M_059",NA,NA,NA,NA,"Heteropterys.sp2.M.PL.059",656,"Centris.fuscata","Centris fuscata","Centris fuscata","Centris","Centris","Hymenoptera","Apidae"
"3327","Centris fuscata","M_059",NA,NA,NA,NA,"Heteropterys.sp1.M.PL.059",680,"Centris.fuscata","Centris fuscata","Centris fuscata","Centris","Centris","Hymenoptera","Apidae"
"3328","Centris fuscata","M_059","Malpighiales","Malpighiaceae","Carolus","Carolus","Carolus.chasei",452,"Centris.fuscata","Centris fuscata","Centris fuscata","Centris","Centris","Hymenoptera","Apidae"
"3329","Centris fuscata","M_059","Malpighiales","Malpighiaceae","Banisteriopsis","Banisteriopsis","Banisteriopsis.muricata",468,"Centris.fuscata","Centris fuscata","Centris fuscata","Centris","Centris","Hymenoptera","Apidae"
"3330","Centris fuscata","M_059","Malpighiales","Malpighiaceae","Dicella","Dicella","Dicella.bracteosa",512,"Centris.fuscata","Centris fuscata","Centris fuscata","Centris","Centris","Hymenoptera","Apidae"
"3331","Centris fuscata","M_059","Malpighiales","Malpighiaceae","Stigmaphyllon","Stigmaphyllon","Stigmaphyllon.paralias",816,"Centris.fuscata","Centris fuscata","Centris fuscata","Centris","Centris","Hymenoptera","Apidae"
"3332","Centris fuscata","M_059","Malpighiales","Malpighiaceae","Banisteriopsis","Banisteriopsis","Banisteriopsis.schizoptera",224,"Centris.fuscata","Centris fuscata","Centris fuscata","Centris","Centris","Hymenoptera","Apidae"
"3333","Centris fuscata","M_059","Malpighiales","Malpighiaceae","Stigmaphyllon","Stigmaphyllon","Stigmaphyllon.auriculatum",164,"Centris.fuscata","Centris fuscata","Centris fuscata","Centris","Centris","Hymenoptera","Apidae"
"3334","Centris fuscata","M_059","Malpighiales","Malpighiaceae","Stigmaphyllon","Stigmaphyllon","Stigmaphyllon.ciliatum",196,"Centris.fuscata","Centris fuscata","Centris fuscata","Centris","Centris","Hymenoptera","Apidae"
"3335","Centris fuscata","M_059","Malpighiales","Malpighiaceae","Janusia","Janusia","Janusia.anisandra",244,"Centris.fuscata","Centris fuscata","Centris fuscata","Centris","Centris","Hymenoptera","Apidae"
"3336","Centris fuscata","M_059","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima","Byrsonima.gardnerana",320,"Centris.fuscata","Centris fuscata","Centris fuscata","Centris","Centris","Hymenoptera","Apidae"
"3337","Centris muralis","M_023",NA,NA,NA,NA,"Larrea.divaricata",1,"Centris.muralis",NA,"Centris muralis","Centris","Centris","Hymenoptera","Apidae"
"3338","Centris nigerrima","M_001","Lamiales","Calceolariaceae","Calceolaria","Calceolaria","Calceolaria.arachnoides",1,"Centris.nigerrima",NA,"Centris nigerrima","Centris","Centris","Hymenoptera","Apidae"
"3339","Centris nigerrima","M_001","Lamiales","Calceolariaceae","Calceolaria","Calceolaria","Calceolaria.montana",1,"Centris.nigerrima",NA,"Centris nigerrima","Centris","Centris","Hymenoptera","Apidae"
"3340","Centris nigerrima","M_002","Lamiales","Calceolariaceae","Calceolaria","Calceolaria","Calceolaria.biflora",1,"Centris.nigerrima",NA,"Centris nigerrima","Centris","Centris","Hymenoptera","Apidae"
"3341","Centris nigerrima","M_002","Lamiales","Calceolariaceae","Calceolaria","Calceolaria","Calceolaria.arachnoides",1,"Centris.nigerrima",NA,"Centris nigerrima","Centris","Centris","Hymenoptera","Apidae"
"3342","Centris nigerrima","M_001","Lamiales","Lamiaceae","Stachys","Stachys","Stachys.albicaulis",1,"Centris.nigerrima",NA,"Centris nigerrima","Centris","Centris","Hymenoptera","Apidae"
"3343","Centris nigerrima","M_001","Asterales","Asteraceae","Chuquiraga","Chuquiraga","Chuquiraga.oppositifolia",1,"Centris.nigerrima",NA,"Centris nigerrima","Centris","Centris","Hymenoptera","Apidae"
"3344","Centris obsoleta","M_059","Malpighiales","Malpighiaceae","Banisteriopsis","Banisteriopsis","Banisteriopsis.muricata",912,"Centris.obsoleta",NA,"Centris obsoleta","Centris","Centris","Hymenoptera","Apidae"
"3345","Centris sp","M_001","Lamiales","Calceolariaceae","Calceolaria","Calceolaria","Calceolaria.biflora",1,"Centris.sp",NA,"Centris sp","Centris","Centris","Hymenoptera","Apidae"
"3346","Centris sp1 M PL 023","M_023","Fabales","Fabaceae","Lathyrus","Lathyrus","Lathyrus.sp1.M.PL.023",1,"Centris.sp1.M.PL.023",NA,"Centris sp1 M PL 023","Centris","Centris","Hymenoptera","Apidae"
"3347","Centris sp1 M PL 023","M_023","Oxalidales","Oxalidaceae","Oxalis","Oxalis","Oxalis.sp1.M.PL.023",1,"Centris.sp1.M.PL.023",NA,"Centris sp1 M PL 023","Centris","Centris","Hymenoptera","Apidae"
"3348","Centris sp1 M PL 035","M_035","Fabales","Fabaceae","Crotalaria","Crotalaria","Crotalaria.verrucosa",1,"Centris.sp1.M.PL.035",NA,"Centris sp1 M PL 035","Centris","Centris","Hymenoptera","Apidae"
"3349","Centris sp1 M PL 035","M_035","Malpighiales","Malpighiaceae","Bunchosia","Bunchosia","Bunchosia.media",1,"Centris.sp1.M.PL.035",NA,"Centris sp1 M PL 035","Centris","Centris","Hymenoptera","Apidae"
"3350","Centris sp1 M PL 040","M_040","Apiales","Araliaceae","Dendropanax","Dendropanax","Dendropanax.sp1.M.PL.040",14,"Centris.sp1.M.PL.040",NA,"Centris sp1 M PL 040","Centris","Centris","Hymenoptera","Apidae"
"3351","Centris sp1 M PL 040","M_040","Myrtales","Melastomataceae","Miconia","Miconia","Miconia.sp1.M.PL.040",1,"Centris.sp1.M.PL.040",NA,"Centris sp1 M PL 040","Centris","Centris","Hymenoptera","Apidae"
"3352","Centris sp1 M PL 040","M_040","Sapindales","Meliaceae","Guarea","Guarea","Guarea.swartzii",2,"Centris.sp1.M.PL.040",NA,"Centris sp1 M PL 040","Centris","Centris","Hymenoptera","Apidae"
"3353","Centris sp1 M PL 059","M_059","Malpighiales","Malpighiaceae","Diplopterys","Diplopterys","Diplopterys.pubipetala",368,"Centris.sp1.M.PL.059",NA,"Centris sp1 M PL 059","Centris","Centris","Hymenoptera","Apidae"
"3354","Centris sp2 M PL 040","M_040",NA,NA,NA,"Unidentified","Unidentified.sp15.M.PL.040",23,"Centris.sp2.M.PL.040",NA,"Centris sp2 M PL 040","Centris","Centris","Hymenoptera","Apidae"
"3355","Centris sp2 M PL 040","M_040","Myrtales","Melastomataceae","Miconia","Miconia","Miconia.sp1.M.PL.040",2,"Centris.sp2.M.PL.040",NA,"Centris sp2 M PL 040","Centris","Centris","Hymenoptera","Apidae"
"3356","Centris sp2 M PL 040","M_040",NA,NA,NA,"Unidentified","Unidentified.sp13.M.PL.040",4,"Centris.sp2.M.PL.040",NA,"Centris sp2 M PL 040","Centris","Centris","Hymenoptera","Apidae"
"3357","Centris sp2 M PL 059","M_059","Malpighiales","Malpighiaceae","Banisteriopsis","Banisteriopsis","Banisteriopsis.muricata",368,"Centris.sp2.M.PL.059",NA,"Centris sp2 M PL 059","Centris","Centris","Hymenoptera","Apidae"
"3358","Centris tarsata","M_059",NA,NA,NA,NA,"Heteropterys.sp1.M.PL.059",308,"Centris.tarsata","Centris tarsata","Centris tarsata","Centris","Centris","Hymenoptera","Apidae"
"3359","Centris tarsata","M_059","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima","Byrsonima.gardnerana",464,"Centris.tarsata","Centris tarsata","Centris tarsata","Centris","Centris","Hymenoptera","Apidae"
"3360","Centris tarsata","M_059","Malpighiales","Malpighiaceae","Janusia","Janusia","Janusia.anisandra",96,"Centris.tarsata","Centris tarsata","Centris tarsata","Centris","Centris","Hymenoptera","Apidae"
"3361","Centris tarsata","M_059","Malpighiales","Malpighiaceae","Dicella","Dicella","Dicella.bracteosa",132,"Centris.tarsata","Centris tarsata","Centris tarsata","Centris","Centris","Hymenoptera","Apidae"
"3362","Centris tarsata","M_059","Malpighiales","Malpighiaceae","Banisteriopsis","Banisteriopsis","Banisteriopsis.stellaris",116,"Centris.tarsata","Centris tarsata","Centris tarsata","Centris","Centris","Hymenoptera","Apidae"
"3363","Centris tarsata","M_059","Malpighiales","Malpighiaceae","Carolus","Carolus","Carolus.chasei",200,"Centris.tarsata","Centris tarsata","Centris tarsata","Centris","Centris","Hymenoptera","Apidae"
"3364","Centris tarsata","M_059","Malpighiales","Malpighiaceae","Banisteriopsis","Banisteriopsis","Banisteriopsis.schizoptera",120,"Centris.tarsata","Centris tarsata","Centris tarsata","Centris","Centris","Hymenoptera","Apidae"
"3365","Centris tarsata","M_059","Malpighiales","Malpighiaceae","Diplopterys","Diplopterys","Diplopterys.pubipetala",460,"Centris.tarsata","Centris tarsata","Centris tarsata","Centris","Centris","Hymenoptera","Apidae"
"3366","Centris tarsata","M_059",NA,NA,NA,NA,"Heteropterys.sp2.M.PL.059",332,"Centris.tarsata","Centris tarsata","Centris tarsata","Centris","Centris","Hymenoptera","Apidae"
"3367","Centris tarsata","M_059","Malpighiales","Malpighiaceae","Banisteriopsis","Banisteriopsis","Banisteriopsis.muricata",140,"Centris.tarsata","Centris tarsata","Centris tarsata","Centris","Centris","Hymenoptera","Apidae"
"3368","Centris trigonoides","M_059","Malpighiales","Malpighiaceae","Diplopterys","Diplopterys","Diplopterys.pubipetala",256,"Centris.trigonoides",NA,"Centris trigonoides","Centris","Centris","Hymenoptera","Apidae"
"3369","Centris trigonoides","M_059","Malpighiales","Malpighiaceae","Banisteriopsis","Banisteriopsis","Banisteriopsis.muricata",652,"Centris.trigonoides",NA,"Centris trigonoides","Centris","Centris","Hymenoptera","Apidae"
"3370","Centris trigonoides","M_059",NA,NA,NA,NA,"Heteropterys.sp1.M.PL.059",300,"Centris.trigonoides",NA,"Centris trigonoides","Centris","Centris","Hymenoptera","Apidae"
"3371","Centris trigonoides","M_059",NA,NA,NA,NA,"Heteropterys.sp2.M.PL.059",324,"Centris.trigonoides",NA,"Centris trigonoides","Centris","Centris","Hymenoptera","Apidae"
"3372","Ceratina acuta","M_015","Caryophyllales","Caryophyllaceae","Petrorhagia","Petrorhagia","Petrorhagia.velutina",1,"Ceratina.acuta",NA,"Ceratina acuta","Ceratina","Ceratina","Hymenoptera","Apidae"
"3373","Ceratina acuta","M_015","Lamiales","Lamiaceae","Thymus","Thymus","Thymus.capitatus",1,"Ceratina.acuta",NA,"Ceratina acuta","Ceratina","Ceratina","Hymenoptera","Apidae"
"3374","Ceratina acuta","M_015","Boraginales","Boraginaceae","Echium","Echium","Echium.angustifolium",1,"Ceratina.acuta",NA,"Ceratina acuta","Ceratina","Ceratina","Hymenoptera","Apidae"
"3375","Ceratina acuta","M_015","Malpighiales","Hypericaceae","Hypericum","Hypericum","Hypericum.triquetrifolium",1,"Ceratina.acuta",NA,"Ceratina acuta","Ceratina","Ceratina","Hymenoptera","Apidae"
"3376","Ceratina acuta","M_015","Boraginales","Heliotropiaceae","Heliotropium","Heliotropium","Heliotropium.dolosum",1,"Ceratina.acuta",NA,"Ceratina acuta","Ceratina","Ceratina","Hymenoptera","Apidae"
"3377","Ceratina acuta","M_015","Boraginales","Heliotropiaceae","Heliotropium","Heliotropium","Heliotropium.europaeum",1,"Ceratina.acuta",NA,"Ceratina acuta","Ceratina","Ceratina","Hymenoptera","Apidae"
"3378","Ceratina acuta","M_015","Asterales","Asteraceae","Calendula","Calendula","Calendula.arvensis",1,"Ceratina.acuta",NA,"Ceratina acuta","Ceratina","Ceratina","Hymenoptera","Apidae"
"3379","Ceratina acuta","M_015","Asterales","Asteraceae","Centaurea","Centaurea","Centaurea.orphanidea",1,"Ceratina.acuta",NA,"Ceratina acuta","Ceratina","Ceratina","Hymenoptera","Apidae"
"3380","Ceratina acuta","M_015","Asterales","Asteraceae","Echinops","Echinops","Echinops.microcephalus",1,"Ceratina.acuta",NA,"Ceratina acuta","Ceratina","Ceratina","Hymenoptera","Apidae"
"3381","Ceratina acuta","M_015","Asparagales","Asparagaceae","Muscari","Muscari","Muscari.comosum",1,"Ceratina.acuta",NA,"Ceratina acuta","Ceratina","Ceratina","Hymenoptera","Apidae"
"3382","Ceratina acuta","M_015","Solanales","Convolvulaceae","Convolvulus","Convolvulus","Convolvulus.althaeoides",1,"Ceratina.acuta",NA,"Ceratina acuta","Ceratina","Ceratina","Hymenoptera","Apidae"
"3383","Ceratina acuta","M_015","Boraginales","Heliotropiaceae","Heliotropium","Heliotropium","Heliotropium.hirsutissimum",1,"Ceratina.acuta",NA,"Ceratina acuta","Ceratina","Ceratina","Hymenoptera","Apidae"
"3384","Ceratina bispinosa","M_015","Boraginales","Heliotropiaceae","Heliotropium","Heliotropium","Heliotropium.europaeum",1,"Ceratina.bispinosa",NA,"Ceratina bispinosa","Ceratina","Ceratina","Hymenoptera","Apidae"
"3385","Ceratina bispinosa","M_015","Cucurbitales","Cucurbitaceae","Ecballium","Ecballium","Ecballium.elaterium",1,"Ceratina.bispinosa",NA,"Ceratina bispinosa","Ceratina","Ceratina","Hymenoptera","Apidae"
"3386","Ceratina bispinosa","M_015","Boraginales","Heliotropiaceae","Heliotropium","Heliotropium","Heliotropium.hirsutissimum",1,"Ceratina.bispinosa",NA,"Ceratina bispinosa","Ceratina","Ceratina","Hymenoptera","Apidae"
"3387","Ceratina bispinosa","M_015","Apiales","Apiaceae","Eryngium","Eryngium","Eryngium.campestre",1,"Ceratina.bispinosa",NA,"Ceratina bispinosa","Ceratina","Ceratina","Hymenoptera","Apidae"
"3388","Ceratina bispinosa","M_015","Solanales","Convolvulaceae","Convolvulus","Convolvulus","Convolvulus.arvensis",1,"Ceratina.bispinosa",NA,"Ceratina bispinosa","Ceratina","Ceratina","Hymenoptera","Apidae"
"3389","Ceratina bispinosa","M_015","Boraginales","Heliotropiaceae","Heliotropium","Heliotropium","Heliotropium.dolosum",1,"Ceratina.bispinosa",NA,"Ceratina bispinosa","Ceratina","Ceratina","Hymenoptera","Apidae"
"3390","Ceratina bispinosa","M_015","Malpighiales","Hypericaceae","Hypericum","Hypericum","Hypericum.triquetrifolium",1,"Ceratina.bispinosa",NA,"Ceratina bispinosa","Ceratina","Ceratina","Hymenoptera","Apidae"
"3391","Ceratina bispinosa","M_015","Boraginales","Boraginaceae","Echium","Echium","Echium.angustifolium",1,"Ceratina.bispinosa",NA,"Ceratina bispinosa","Ceratina","Ceratina","Hymenoptera","Apidae"
"3392","Ceratina calcarata","M_073","Gentianales","Apocynaceae","Asclepias","Asclepias","Asclepias.syriaca",1,"Ceratina.calcarata",NA,"Ceratina calcarata","Ceratina","Ceratina","Hymenoptera","Apidae"
"3393","Ceratina calcarata","M_073","Asterales","Asteraceae","Eupatorium","Eupatorium","Eupatorium.coelestinum",4,"Ceratina.calcarata",NA,"Ceratina calcarata","Ceratina","Ceratina","Hymenoptera","Apidae"
"3394","Ceratina calcarata","M_073",NA,NA,NA,"Symphiotrichum","Symphiotrichum.lanceolatum",17,"Ceratina.calcarata",NA,"Ceratina calcarata","Ceratina","Ceratina","Hymenoptera","Apidae"
"3395","Ceratina calcarata","M_073","Oxalidales","Oxalidaceae","Oxalis","Oxalis","Oxalis.stricta",2,"Ceratina.calcarata",NA,"Ceratina calcarata","Ceratina","Ceratina","Hymenoptera","Apidae"
"3396","Ceratina calcarata","M_073",NA,NA,NA,"Satchys","Satchys.tenuifolia",2,"Ceratina.calcarata",NA,"Ceratina calcarata","Ceratina","Ceratina","Hymenoptera","Apidae"
"3397","Ceratina calcarata","M_073","Asterales","Asteraceae","Eupatorium","Eupatorium","Eupatorium.purpureum",1,"Ceratina.calcarata",NA,"Ceratina calcarata","Ceratina","Ceratina","Hymenoptera","Apidae"
"3398","Ceratina calcarata","M_025","Ranunculales","Ranunculaceae","Thalictrum","Thalictrum","Thalictrum.thalictroides",2,"Ceratina.calcarata",NA,"Ceratina calcarata","Ceratina","Ceratina","Hymenoptera","Apidae"
"3399","Ceratina calcarata","M_025",NA,NA,NA,NA,"Stellaria.pubera",2,"Ceratina.calcarata",NA,"Ceratina calcarata","Ceratina","Ceratina","Hymenoptera","Apidae"
"3400","Ceratina calcarata","M_073","Asterales","Asteraceae","Rudbeckia","Rudbeckia","Rudbeckia.hirta",3,"Ceratina.calcarata",NA,"Ceratina calcarata","Ceratina","Ceratina","Hymenoptera","Apidae"
"3401","Ceratina calcarata","M_073","Lamiales","Verbenaceae","Verbena","Verbena","Verbena.urticifolia",8,"Ceratina.calcarata",NA,"Ceratina calcarata","Ceratina","Ceratina","Hymenoptera","Apidae"
"3402","Ceratina calcarata","M_073","Asterales","Asteraceae","Rudbeckia","Rudbeckia","Rudbeckia.laciniata",1,"Ceratina.calcarata",NA,"Ceratina calcarata","Ceratina","Ceratina","Hymenoptera","Apidae"
"3403","Ceratina calcarata","M_073","Solanales","Convolvulaceae","Calystegia","Calystegia","Calystegia.sepium",2,"Ceratina.calcarata",NA,"Ceratina calcarata","Ceratina","Ceratina","Hymenoptera","Apidae"
"3404","Ceratina calcarata","M_073","Lamiales","Scrophulariaceae","Scrophularia","Scrophularia","Scrophularia.marilandica",1,"Ceratina.calcarata",NA,"Ceratina calcarata","Ceratina","Ceratina","Hymenoptera","Apidae"
