"esp","ID","especie","sp.armonizado","Familia.planta","Genero.planta","Especie.planta.nuevo","interaccionn","Aceptado","Bases.de.datos"
"Delia platura","M_015","Delia.platura","Delia platura","Iridaceae","Crocus","Crocus laevigatus",1,NA,NA
"Delia platura","M_015","Delia.platura","Delia platura","Ranunculaceae","Anemone","Anemone coronaria",1,NA,NA
"Delia platura","M_015","Delia.platura","Delia platura","Ranunculaceae","Anemone","Anemone hortensis",1,NA,NA
"Delia platura","M_015","Delia.platura","Delia platura","Thymelaeaceae","Thymelaea","Thymelaea hirsuta",1,NA,NA
"Delia platura","M_015","Delia.platura","Delia platura","Thymelaeaceae","Thymelaea","Thymelaea tartonraira",1,NA,NA
"Delia platura","M_015","Delia.platura","Delia platura",NA,NA,"Anagallis arvensis",1,NA,NA
"Delia platura","M_015","Delia.platura","Delia platura",NA,NA,"Gagea granatelli",1,NA,NA
"Delia platura","M_015","Delia.platura","Delia platura",NA,NA,"Scilla autumnalis",1,NA,NA
"Delia sp1 M PL 049","M_049","Delia.sp1.M.PL.049","Delia sp1 M PL 049","Apiaceae","Angelica","Angelica sylvestris",1,NA,NA
"Delia sp1 M PL 049","M_049","Delia.sp1.M.PL.049","Delia sp1 M PL 049","Apiaceae","Pimpinella","Pimpinella major",1,NA,NA
"Delia sp1 M PL 053","M_053","Delia.sp1.M.PL.053","Delia sp1 M PL 053","Hydrangeaceae","Deutzia","Deutzia crenata",1,NA,NA
